illumination,Date,Text1
9.2% Visible,Moon phase details at 20 April 2020,"404,802.80 km"
4.48% Visible,Moon phase details at 21 April 2020,"405,481.92 km"
1.39% Visible,Moon phase details at 22 April 2020,"405,217.67 km"
0.05% Visible,Moon phase details at 23 April 2020,"404,024.75 km"
0.54% Visible,Moon phase details at 24 April 2020,"401,943.90 km"
2.89% Visible,Moon phase details at 25 April 2020,"399,044.63 km"
7.08% Visible,Moon phase details at 26 April 2020,"395,429.59 km"
13.02% Visible,Moon phase details at 27 April 2020,"391,238.80 km"
20.57% Visible,Moon phase details at 28 April 2020,"386,651.56 km"
29.51% Visible,Moon phase details at 29 April 2020,"381,884.07 km"
39.56% Visible,Moon phase details at 30 April 2020,"377,181.65 km"
50.34% Visible,Moon phase details at 1 May 2020,"372,805.51 km"
61.4% Visible,Moon phase details at 2 May 2020,"369,015.15 km"
72.18% Visible,Moon phase details at 3 May 2020,"366,048.38 km"
82.04% Visible,Moon phase details at 4 May 2020,"364,101.41 km"
90.28% Visible,Moon phase details at 5 May 2020,"363,311.15 km"
96.26% Visible,Moon phase details at 6 May 2020,"363,741.83 km"
99.49% Visible,Moon phase details at 7 May 2020,"365,377.19 km"
99.74% Visible,Moon phase details at 8 May 2020,"368,119.46 km"
97.11% Visible,Moon phase details at 9 May 2020,"371,795.91 km"
91.96% Visible,Moon phase details at 10 May 2020,"376,172.78 km"
84.82% Visible,Moon phase details at 11 May 2020,"380,975.77 km"
76.26% Visible,Moon phase details at 12 May 2020,"385,914.34 km"
66.84% Visible,Moon phase details at 13 May 2020,"390,706.45 km"
57.03% Visible,Moon phase details at 14 May 2020,"395,099.44 km"
47.2% Visible,Moon phase details at 15 May 2020,"398,884.35 km"
37.67% Visible,Moon phase details at 16 May 2020,"401,902.19 km"
28.71% Visible,Moon phase details at 17 May 2020,"404,043.27 km"
20.56% Visible,Moon phase details at 18 May 2020,"405,242.01 km"
13.46% Visible,Moon phase details at 19 May 2020,"405,470.28 km"
7.65% Visible,Moon phase details at 20 May 2020,"404,731.98 km"
3.34% Visible,Moon phase details at 21 May 2020,"403,060.44 km"
0.74% Visible,Moon phase details at 22 May 2020,"400,518.94 km"
0.02% Visible,Moon phase details at 23 May 2020,"397,203.30 km"
1.29% Visible,Moon phase details at 24 May 2020,"393,245.05 km"
4.61% Visible,Moon phase details at 25 May 2020,"388,812.87 km"
9.93% Visible,Moon phase details at 26 May 2020,"384,110.65 km"
17.13% Visible,Moon phase details at 27 May 2020,"379,370.92 km"
25.96% Visible,Moon phase details at 28 May 2020,"374,843.60 km"
36.08% Visible,Moon phase details at 29 May 2020,"370,781.01 km"
47.06% Visible,Moon phase details at 30 May 2020,"367,420.70 km"
58.39% Visible,Moon phase details at 31 May 2020,"364,968.08 km"
69.47% Visible,Moon phase details at 1 June 2020,"363,580.58 km"
79.66% Visible,Moon phase details at 2 June 2020,"363,354.59 km"
88.32% Visible,Moon phase details at 3 June 2020,"364,316.44 km"
94.84% Visible,Moon phase details at 4 June 2020,"366,418.00 km"
98.8% Visible,Moon phase details at 5 June 2020,"369,537.86 km"
99.99% Visible,Moon phase details at 6 June 2020,"373,488.81 km"
98.48% Visible,Moon phase details at 7 June 2020,"378,031.53 km"
94.53% Visible,Moon phase details at 8 June 2020,"382,893.82 km"
88.57% Visible,Moon phase details at 9 June 2020,"387,793.04 km"
81.08% Visible,Moon phase details at 10 June 2020,"392,458.47 km"
72.53% Visible,Moon phase details at 11 June 2020,"396,650.08 km"
63.31% Visible,Moon phase details at 12 June 2020,"400,171.01 km"
53.79% Visible,Moon phase details at 13 June 2020,"402,872.81 km"
44.26% Visible,Moon phase details at 14 June 2020,"404,654.53 km"
35% Visible,Moon phase details at 15 June 2020,"405,458.18 km"
26.26% Visible,Moon phase details at 16 June 2020,"405,263.49 km"
18.32% Visible,Moon phase details at 17 June 2020,"404,084.35 km"
11.46% Visible,Moon phase details at 18 June 2020,"401,968.08 km"
5.95% Visible,Moon phase details at 19 June 2020,"398,997.33 km"
2.1% Visible,Moon phase details at 20 June 2020,"395,292.92 km"
0.18% Visible,Moon phase details at 21 June 2020,"391,015.62 km"
0.4% Visible,Moon phase details at 22 June 2020,"386,364.55 km"
2.89% Visible,Moon phase details at 23 June 2020,"381,570.77 km"
7.67% Visible,Moon phase details at 24 June 2020,"376,885.91 km"
14.58% Visible,Moon phase details at 25 June 2020,"372,566.81 km"
23.35% Visible,Moon phase details at 26 June 2020,"368,858.17 km"
33.54% Visible,Moon phase details at 27 June 2020,"365,975.32 km"
44.65% Visible,Moon phase details at 28 June 2020,"364,089.13 km"
56.1% Visible,Moon phase details at 29 June 2020,"363,314.04 km"
67.29% Visible,Moon phase details at 30 June 2020,"363,700.07 km"
77.59% Visible,Moon phase details at 1 July 2020,"365,228.73 km"
86.43% Visible,Moon phase details at 2 July 2020,"367,813.38 km"
93.3% Visible,Moon phase details at 3 July 2020,"371,303.98 km"
97.84% Visible,Moon phase details at 4 July 2020,"375,496.82 km"
99.88% Visible,Moon phase details at 5 July 2020,"380,148.77 km"
99.44% Visible,Moon phase details at 6 July 2020,"384,995.27 km"
96.71% Visible,Moon phase details at 7 July 2020,"389,769.96 km"
91.99% Visible,Moon phase details at 8 July 2020,"394,223.20 km"
85.65% Visible,Moon phase details at 9 July 2020,"398,136.90 km"
78.06% Visible,Moon phase details at 10 July 2020,"401,333.72 km"
69.56% Visible,Moon phase details at 11 July 2020,"403,680.39 km"
60.45% Visible,Moon phase details at 12 July 2020,"405,086.43 km"
51.04% Visible,Moon phase details at 13 July 2020,"405,500.63 km"
41.59% Visible,Moon phase details at 14 July 2020,"404,907.80 km"
32.37% Visible,Moon phase details at 15 July 2020,"403,327.75 km"
23.67% Visible,Moon phase details at 16 July 2020,"400,817.11 km"
15.8% Visible,Moon phase details at 17 July 2020,"397,473.06 km"
9.12% Visible,Moon phase details at 18 July 2020,"393,436.87 km"
4.02% Visible,Moon phase details at 19 July 2020,"388,894.71 km"
0.88% Visible,Moon phase details at 20 July 2020,"384,073.25 km"
0.03% Visible,Moon phase details at 21 July 2020,"379,229.10 km"
1.69% Visible,Moon phase details at 22 July 2020,"374,632.67 km"
5.92% Visible,Moon phase details at 23 July 2020,"370,548.60 km"
12.54% Visible,Moon phase details at 24 July 2020,"367,215.65 km"
21.2% Visible,Moon phase details at 25 July 2020,"364,828.94 km"
31.4% Visible,Moon phase details at 26 July 2020,"363,526.25 km"
42.52% Visible,Moon phase details at 27 July 2020,"363,379.48 km"
53.96% Visible,Moon phase details at 28 July 2020,"364,391.04 km"
65.1% Visible,Moon phase details at 29 July 2020,"366,495.03 km"
75.38% Visible,Moon phase details at 30 July 2020,"369,562.61 km"
84.29% Visible,Moon phase details at 31 July 2020,"373,411.41 km"
91.43% Visible,Moon phase details at 1 August 2020,"377,818.51 km"
96.49% Visible,Moon phase details at 2 August 2020,"382,536.15 km"
99.34% Visible,Moon phase details at 3 August 2020,"387,308.96 km"
99.95% Visible,Moon phase details at 4 August 2020,"391,890.71 km"
98.43% Visible,Moon phase details at 5 August 2020,"396,058.49 km"
94.97% Visible,Moon phase details at 6 August 2020,"399,622.66 km"
89.83% Visible,Moon phase details at 7 August 2020,"402,431.91 km"
83.28% Visible,Moon phase details at 8 August 2020,"404,373.85 km"
75.58% Visible,Moon phase details at 9 August 2020,"405,372.88 km"
67.02% Visible,Moon phase details at 10 August 2020,"405,387.33 km"
57.85% Visible,Moon phase details at 11 August 2020,"404,408.23 km"
48.33% Visible,Moon phase details at 12 August 2020,"402,460.66 km"
38.74% Visible,Moon phase details at 13 August 2020,"399,608.04 km"
29.36% Visible,Moon phase details at 14 August 2020,"395,957.74 km"
20.57% Visible,Moon phase details at 15 August 2020,"391,665.50 km"
12.76% Visible,Moon phase details at 16 August 2020,"386,935.78 km"
6.42% Visible,Moon phase details at 17 August 2020,"382,015.53 km"
2.04% Visible,Moon phase details at 18 August 2020,"377,180.48 km"
0.07% Visible,Moon phase details at 19 August 2020,"372,715.36 km"
0.84% Visible,Moon phase details at 20 August 2020,"368,890.74 km"
4.42% Visible,Moon phase details at 21 August 2020,"365,940.36 km"
10.63% Visible,Moon phase details at 22 August 2020,"364,042.21 km"
19.05% Visible,Moon phase details at 23 August 2020,"363,305.38 km"
29.08% Visible,Moon phase details at 24 August 2020,"363,763.61 km"
40.06% Visible,Moon phase details at 25 August 2020,"365,375.30 km"
51.35% Visible,Moon phase details at 26 August 2020,"368,029.09 km"
62.34% Visible,Moon phase details at 27 August 2020,"371,554.36 km"
72.54% Visible,Moon phase details at 28 August 2020,"375,735.45 km"
81.52% Visible,Moon phase details at 29 August 2020,"380,328.55 km"
88.93% Visible,Moon phase details at 30 August 2020,"385,079.52 km"
94.55% Visible,Moon phase details at 31 August 2020,"389,740.97 km"
98.22% Visible,Moon phase details at 1 September 2020,"394,086.48 km"
99.89% Visible,Moon phase details at 2 September 2020,"397,920.68 km"
99.58% Visible,Moon phase details at 3 September 2020,"401,084.42 km"
97.4% Visible,Moon phase details at 4 September 2020,"403,455.54 km"
93.48% Visible,Moon phase details at 5 September 2020,"404,946.65 km"
88.02% Visible,Moon phase details at 6 September 2020,"405,501.66 km"
81.22% Visible,Moon phase details at 7 September 2020,"405,093.33 km"
73.3% Visible,Moon phase details at 8 September 2020,"403,723.25 km"
64.48% Visible,Moon phase details at 9 September 2020,"401,425.04 km"
55.02% Visible,Moon phase details at 10 September 2020,"398,270.17 km"
45.17% Visible,Moon phase details at 11 September 2020,"394,374.73 km"
35.25% Visible,Moon phase details at 12 September 2020,"389,904.32 km"
25.63% Visible,Moon phase details at 13 September 2020,"385,074.04 km"
16.78% Visible,Moon phase details at 14 September 2020,"380,141.32 km"
9.25% Visible,Moon phase details at 15 September 2020,"375,390.73 km"
3.64% Visible,Moon phase details at 16 September 2020,"371,112.35 km"
0.51% Visible,Moon phase details at 17 September 2020,"367,576.78 km"
0.26% Visible,Moon phase details at 18 September 2020,"365,010.89 km"
3.02% Visible,Moon phase details at 19 September 2020,"363,577.74 km"
8.59% Visible,Moon phase details at 20 September 2020,"363,363.21 km"
16.5% Visible,Moon phase details at 21 September 2020,"364,370.31 km"
26.12% Visible,Moon phase details at 22 September 2020,"366,521.11 km"
36.74% Visible,Moon phase details at 23 September 2020,"369,665.60 km"
47.72% Visible,Moon phase details at 24 September 2020,"373,596.25 km"
58.5% Visible,Moon phase details at 25 September 2020,"378,066.82 km"
68.62% Visible,Moon phase details at 26 September 2020,"382,813.08 km"
77.72% Visible,Moon phase details at 27 September 2020,"387,573.12 km"
85.5% Visible,Moon phase details at 28 September 2020,"392,104.76 km"
91.74% Visible,Moon phase details at 29 September 2020,"396,197.96 km"
96.3% Visible,Moon phase details at 30 September 2020,"399,681.49 km"
99.07% Visible,Moon phase details at 1 October 2020,"402,424.15 km"
100% Visible,Moon phase details at 2 October 2020,"404,331.91 km"
99.11% Visible,Moon phase details at 3 October 2020,"405,343.17 km"
96.46% Visible,Moon phase details at 4 October 2020,"405,424.25 km"
92.14% Visible,Moon phase details at 5 October 2020,"404,566.93 km"
86.3% Visible,Moon phase details at 6 October 2020,"402,789.14 km"
79.1% Visible,Moon phase details at 7 October 2020,"400,138.97 km"
70.73% Visible,Moon phase details at 8 October 2020,"396,700.83 km"
61.42% Visible,Moon phase details at 9 October 2020,"392,602.11 km"
51.43% Visible,Moon phase details at 10 October 2020,"388,017.31 km"
41.09% Visible,Moon phase details at 11 October 2020,"383,167.16 km"
30.79% Visible,Moon phase details at 12 October 2020,"378,310.77 km"
21.04% Visible,Moon phase details at 13 October 2020,"373,730.13 km"
12.46% Visible,Moon phase details at 14 October 2020,"369,708.81 km"
5.7% Visible,Moon phase details at 15 October 2020,"366,507.35 km"
1.39% Visible,Moon phase details at 16 October 2020,"364,339.35 km"
0% Visible,Moon phase details at 17 October 2020,"363,351.50 km"
1.71% Visible,Moon phase details at 18 October 2020,"363,609.96 km"
6.33% Visible,Moon phase details at 19 October 2020,"365,094.50 km"
13.4% Visible,Moon phase details at 20 October 2020,"367,700.87 km"
22.28% Visible,Moon phase details at 21 October 2020,"371,251.03 km"
32.29% Visible,Moon phase details at 22 October 2020,"375,510.12 km"
42.8% Visible,Moon phase details at 23 October 2020,"380,208.38 km"
53.29% Visible,Moon phase details at 24 October 2020,"385,065.00 km"
63.33% Visible,Moon phase details at 25 October 2020,"389,810.70 km"
72.6% Visible,Moon phase details at 26 October 2020,"394,205.77 km"
80.83% Visible,Moon phase details at 27 October 2020,"398,051.55 km"
87.8% Visible,Moon phase details at 28 October 2020,"401,194.80 km"
93.32% Visible,Moon phase details at 29 October 2020,"403,526.18 km"
97.25% Visible,Moon phase details at 30 October 2020,"404,974.94 km"
99.49% Visible,Moon phase details at 31 October 2020,"405,502.61 km"
99.95% Visible,Moon phase details at 1 November 2020,"405,097.83 km"
98.61% Visible,Moon phase details at 2 November 2020,"403,774.04 km"
95.49% Visible,Moon phase details at 3 November 2020,"401,570.50 km"
90.67% Visible,Moon phase details at 4 November 2020,"398,556.20 km"
84.24% Visible,Moon phase details at 5 November 2020,"394,835.33 km"
76.38% Visible,Moon phase details at 6 November 2020,"390,552.23 km"
67.3% Visible,Moon phase details at 7 November 2020,"385,893.41 km"
57.27% Visible,Moon phase details at 8 November 2020,"381,084.63 km"
46.63% Visible,Moon phase details at 9 November 2020,"376,381.78 km"
35.83% Visible,Moon phase details at 10 November 2020,"372,055.61 km"
25.38% Visible,Moon phase details at 11 November 2020,"368,371.81 km"
15.94% Visible,Moon phase details at 12 November 2020,"365,568.95 km"
8.18% Visible,Moon phase details at 13 November 2020,"363,837.15 km"
2.77% Visible,Moon phase details at 14 November 2020,"363,300.10 km"
0.19% Visible,Moon phase details at 15 November 2020,"364,002.53 km"
0.64% Visible,Moon phase details at 16 November 2020,"365,904.64 km"
4.02% Visible,Moon phase details at 17 November 2020,"368,884.15 km"
9.9% Visible,Moon phase details at 18 November 2020,"372,746.35 km"
17.71% Visible,Moon phase details at 19 November 2020,"377,241.50 km"
26.82% Visible,Moon phase details at 20 November 2020,"382,087.58 km"
36.65% Visible,Moon phase details at 21 November 2020,"386,995.50 km"
46.72% Visible,Moon phase details at 22 November 2020,"391,692.70 km"
56.63% Visible,Moon phase details at 23 November 2020,"395,941.67 km"
66.07% Visible,Moon phase details at 24 November 2020,"399,551.02 km"
74.77% Visible,Moon phase details at 25 November 2020,"402,378.86 km"
82.51% Visible,Moon phase details at 26 November 2020,"404,329.97 km"
89.06% Visible,Moon phase details at 27 November 2020,"405,349.56 km"
94.24% Visible,Moon phase details at 28 November 2020,"405,416.56 km"
97.84% Visible,Moon phase details at 29 November 2020,"404,538.73 km"
99.74% Visible,Moon phase details at 30 November 2020,"402,750.81 km"
99.79% Visible,Moon phase details at 1 December 2020,"400,115.80 km"
97.95% Visible,Moon phase details at 2 December 2020,"396,728.40 km"
94.2% Visible,Moon phase details at 3 December 2020,"392,718.80 km"
88.6% Visible,Moon phase details at 4 December 2020,"388,254.80 km"
81.28% Visible,Moon phase details at 5 December 2020,"383,540.39 km"
72.47% Visible,Moon phase details at 6 December 2020,"378,809.53 km"
62.46% Visible,Moon phase details at 7 December 2020,"374,314.80 km"
51.65% Visible,Moon phase details at 8 December 2020,"370,311.90 km"
40.5% Visible,Moon phase details at 9 December 2020,"367,041.46 km"
29.58% Visible,Moon phase details at 10 December 2020,"364,710.34 km"
19.53% Visible,Moon phase details at 11 December 2020,"363,474.44 km"
11.01% Visible,Moon phase details at 12 December 2020,"363,424.66 km"
4.65% Visible,Moon phase details at 13 December 2020,"364,577.39 km"
0.93% Visible,Moon phase details at 14 December 2020,"366,870.65 km"
0.06% Visible,Moon phase details at 15 December 2020,"370,166.71 km"
1.89% Visible,Moon phase details at 2 May 2011,"403,974.90 km"
76.52% Visible,Moon phase details at 17 August 2013,"363,623.85 km"
2.66% Visible,Moon phase details at 4 September 2013,"399,144.73 km"
99.99% Visible,Moon phase details at 19 October 2013,"386,914.15 km"
