,illumination,date,dist_to_moon,feels_like_19-1,pressure_19-1,rain_1h_19-1,weather_id_19-1,feels_like_07,pressure_07,rain_1h_07,weather_id_07,open_d-1,high_d-1,low_d-1,close_d-1,result
7494,46.67,2013-02-04,365374.60 ,5.97,1015.0,0.0,804.0,4.12,1012,0.0,803,"6,276.90","6,354.00","6,275.50","6,347.20","6,246.80"
7495,35.43,2013-02-05,363768.74 ,-0.04,1012.0,0.0,800.0,-5.1,1003,0.0,801,"6,347.20","6,347.30","6,236.70","6,246.80","6,282.80"
7496,24.81,2013-02-06,363303.96 ,-5.9,995.0,0.46,520.0,-2.38,1002,0.0,803,"6,246.80","6,296.50","6,244.10","6,282.80","6,295.30"
7497,15.43,2013-02-07,364019.95 ,-3.18,1015.0,0.0,802.0,-3.64,1019,0.0,800,"6,282.80","6,321.50","6,265.60","6,295.30","6,228.40"
7498,7.92,2013-02-08,365883.71 ,-1.07,1016.0,0.25,500.0,-4.31,1019,0.0,801,"6,295.30","6,313.00","6,216.70","6,228.40","6,263.90"
7499,0.43,2013-02-11,376985.56 ,-5.14,992.0,0.44,601.0,-3.59,995,0.0,600,"6,228.40","6,278.10","6,228.40","6,263.90","6,277.10"
7500,0.43,2013-02-11,376985.56 ,-2.75,1004.0,0.5,500.0,-3.59,995,0.0,600,"6,228.40","6,278.10","6,228.40","6,263.90","6,277.10"
7501,3.15,2013-02-12,381785.36 ,-2.75,1004.0,0.5,600.0,-3.37,1013,0.0,803,"6,263.90","6,294.80","6,252.30","6,277.10","6,338.40"
7502,8.04,2013-02-13,386686.22 ,-2.89,1019.0,0.0,803.0,-4.0,1022,0.0,802,"6,277.10","6,338.40","6,259.80","6,338.40","6,359.10"
7503,14.67,2013-02-14,391415.59 ,-4.79,1020.0,0.0,803.0,2.39,1007,1.61,500,"6,338.40","6,384.70","6,311.60","6,359.10","6,327.40"
7504,22.59,2013-02-15,395726.93 ,4.9,1013.0,0.0,801.0,-1.33,1018,0.0,800,"6,359.10","6,364.70","6,302.00","6,327.40","6,328.30"
7505,50.13,2013-02-18,404319.71 ,-2.02,1020.0,0.0,701.0,-2.52,1020,0.0,701,"6,327.40","6,352.20","6,309.80","6,328.30","6,318.20"
7506,59.52,2013-02-19,405357.87 ,-1.38,1021.0,0.0,800.0,-4.7,1020,0.0,741,"6,328.30","6,330.20","6,306.80","6,318.20","6,379.10"
7507,68.56,2013-02-20,405399.51 ,1.55,1019.0,0.0,800.0,-3.13,1022,0.0,300,"6,318.20","6,385.10","6,304.40","6,379.10","6,395.40"
7508,76.99,2013-02-21,404449.25 ,-5.16,1025.0,0.0,803.0,-6.13,1025,0.0,803,"6,379.10","6,412.40","6,368.20","6,395.40","6,291.50"
7509,84.53,2013-02-22,402545.37 ,-6.1,1023.0,0.0,803.0,-5.02,1021,0.0,803,"6,395.40","6,395.40","6,278.00","6,291.50","6,335.70"
7510,98.92,2013-02-25,392040.55 ,-3.65,1025.0,0.0,803.0,-2.61,1026,0.0,803,"6,291.50","6,347.30","6,291.50","6,335.70","6,355.40"
7511,98.92,2013-02-25,392040.55 ,-1.43,1028.0,0.5,500.0,-2.61,1026,0.0,803,"6,291.50","6,347.30","6,291.50","6,335.70","6,355.40"
7512,100,2013-02-26,387447.92 ,-1.43,1028.0,0.5,600.0,-1.73,1030,0.0,701,"6,335.70","6,390.10","6,324.00","6,355.40","6,270.40"
7513,98.84,2013-02-27,382657.44 ,0.32,1034.0,0.0,721.0,-2.98,1035,0.0,300,"6,355.40","6,355.40","6,258.60","6,270.40","6,325.90"
7514,95.36,2013-02-28,377919.06 ,-0.51,1033.0,0.0,800.0,-3.09,1030,0.0,803,"6,270.40","6,335.90","6,269.30","6,325.90","6,360.80"
7515,89.61,2013-03-01,373491.27 ,-0.6,1029.0,0.0,803.0,0.2,1028,0.0,701,"6,325.90","6,372.00","6,325.90","6,360.80","6,378.60"
7516,61.68,2013-03-04,364418.83 ,-0.68,1021.0,0.0,803.0,-3.04,1016,0.0,721,"6,360.80","6,391.70","6,308.60","6,378.60","6,345.60"
7517,50.37,2013-03-05,363388.20 ,0.4,1010.0,0.0,800.0,-1.64,1005,0.0,701,"6,378.60","6,379.30","6,333.20","6,345.60","6,432.00"
7518,39.01,2013-03-06,363510.11 ,6.36,1002.0,0.0,800.0,5.48,1000,0.0,701,"6,345.60","6,437.30","6,344.80","6,432.00","6,427.60"
7519,28.19,2013-03-07,364779.62 ,6.59,999.0,0.0,800.0,5.46,997,0.2,500,"6,432.00","6,461.00","6,418.70","6,427.60","6,439.20"
7520,28.19,2013-03-07,364779.62 ,7.53,995.0,0.0,701.0,5.46,997,0.2,701,"6,432.00","6,461.00","6,418.70","6,427.60","6,439.20"
7521,18.53,2013-03-08,367124.08 ,7.53,995.0,0.0,701.0,5.38,995,0.0,741,"6,427.60","6,459.70","6,427.30","6,439.20","6,483.60"
7522,1.1,2013-03-11,378983.77 ,-3.66,1005.0,0.0,803.0,-6.84,1005,0.0,802,"6,439.20","6,489.50","6,439.20","6,483.60","6,503.60"
7523,0,2013-03-12,383786.73 ,-8.71,1006.0,0.0,801.0,-9.02,1007,0.0,803,"6,483.60","6,505.30","6,473.60","6,503.60","6,510.60"
7524,1.25,2013-03-13,388583.15 ,-3.18,1008.0,0.0,801.0,-3.75,1008,0.0,800,"6,503.60","6,534.00","6,491.80","6,510.60","6,481.50"
7525,4.63,2013-03-14,393121.48 ,-1.65,1011.0,0.0,801.0,-5.46,1014,0.0,801,"6,510.60","6,510.60","6,437.60","6,481.50","6,529.40"
7526,9.82,2013-03-15,397177.64 ,0.13,1014.0,0.0,800.0,-1.37,1009,0.3,520,"6,481.50","6,532.60","6,478.50","6,529.40","6,489.70"
7527,32.9,2013-03-18,404802.40 ,0.7,964.0,0.54,521.0,-1.69,966,0.0,701,"6,529.40","6,533.80","6,470.10","6,489.70","6,457.90"
7528,42.05,2013-03-19,405487.56 ,1.84,992.0,0.0,803.0,0.54,975,0.0,701,"6,489.70","6,489.70","6,386.20","6,457.90","6,441.30"
7529,51.46,2013-03-20,405169.89 ,0.19,975.0,0.0,800.0,-0.36,979,0.0,701,"6,457.90","6,474.60","6,414.50","6,441.30","6,432.70"
7530,60.87,2013-03-21,403857.54 ,-0.11,990.0,0.0,803.0,-2.44,994,0.0,803,"6,441.30","6,475.60","6,421.30","6,432.70","6,388.60"
7531,70,2013-03-22,401594.64 ,-3.64,992.0,0.0,802.0,-6.62,986,0.17,500,"6,432.70","6,435.60","6,364.00","6,388.60","6,392.80"
7532,92.51,2013-03-25,390163.00 ,-5.17,992.0,0.0,803.0,-5.41,1014,0.0,803,"6,388.60","6,426.50","6,374.50","6,392.80","6,378.40"
7533,97.12,2013-03-26,385381.78 ,-5.17,1013.0,0.0,802.0,-5.37,1013,0.0,803,"6,392.80","6,458.50","6,366.60","6,378.40","6,399.40"
7534,99.64,2013-03-27,380504.74 ,-3.95,1012.0,0.0,803.0,-4.46,1010,0.0,800,"6,378.40","6,404.50","6,369.60","6,399.40","6,387.60"
7535,99.72,2013-03-28,375803.16 ,-3.87,1011.0,0.0,802.0,-6.19,1010,0.0,800,"6,399.40","6,420.90","6,344.20","6,387.60","6,411.70"
7536,64.86,2013-04-02,363306.37 ,-3.38,1010.0,0.0,800.0,-4.32,1012,0.0,800,"6,387.60","6,447.90","6,382.00","6,411.70","6,490.70"
7537,53.58,2013-04-03,364032.54 ,-1.92,1016.0,0.0,800.0,-3.96,1017,0.0,801,"6,411.70","6,501.80","6,408.80","6,490.70","6,420.30"
7538,42.24,2013-04-04,365874.68 ,-3.03,1016.0,0.0,800.0,-3.48,1013,0.0,803,"6,490.70","6,491.80","6,416.70","6,420.30","6,344.10"
7539,31.41,2013-04-05,368716.41 ,-3.08,1013.0,0.0,800.0,-4.16,1012,0.0,803,"6,420.30","6,426.40","6,341.40","6,344.10","6,249.80"
7540,6.89,2013-04-08,381318.59 ,2.05,1014.0,0.0,800.0,-1.13,1006,0.0,800,"6,344.10","6,346.80","6,214.40","6,249.80","6,276.90"
7541,2.51,2013-04-09,386086.33 ,0.72,1002.0,0.0,800.0,-0.17,995,0.65,500,"6,249.80","6,289.60","6,249.80","6,276.90","6,313.20"
7542,0.3,2013-04-10,390723.23 ,3.05,998.0,0.0,804.0,-0.25,1005,0.0,721,"6,276.90","6,326.50","6,276.90","6,313.20","6,387.40"
7543,0.23,2013-04-11,395002.61 ,2.87,1001.0,0.32,500.0,3.59,995,0.0,300,"6,313.20","6,405.20","6,313.20","6,387.40","6,416.10"
7544,2.19,2013-04-12,398728.80 ,6.37,997.0,0.0,721.0,5.24,991,0.43,521,"6,387.40","6,423.60","6,377.50","6,416.10","6,384.40"
7545,18.13,2013-04-15,405188.76 ,10.78,1013.0,0.0,800.0,6.08,1017,0.0,802,"6,416.10","6,416.10","6,368.20","6,384.40","6,343.60"
7546,25.97,2013-04-16,405485.05 ,6.56,1016.0,0.0,801.0,5.74,1014,0.0,803,"6,384.40","6,384.40","6,300.10","6,343.60","6,304.60"
7547,34.64,2013-04-17,404794.03 ,6.97,1018.0,0.0,800.0,8.68,1017,0.0,300,"6,343.60","6,343.60","6,297.50","6,304.60","6,244.20"
7548,43.9,2013-04-18,403128.85 ,11.51,1008.0,0.0,801.0,1.97,1010,0.0,802,"6,304.60","6,334.40","6,225.20","6,244.20","6,243.70"
7549,53.49,2013-04-19,400538.84 ,0.77,1016.0,0.0,801.0,2.68,1022,0.0,803,"6,244.20","6,277.80","6,225.90","6,243.70","6,286.60"
7550,81.22,2013-04-22,388372.09 ,5.14,1016.0,0.0,800.0,4.5,1016,0.0,803,"6,243.70","6,288.70","6,243.70","6,286.60","6,280.60"
7551,88.84,2013-04-23,383475.80 ,6.31,1014.0,0.0,803.0,8.45,1017,0.0,801,"6,286.60","6,342.00","6,259.00","6,280.60","6,406.10"
7552,94.84,2013-04-24,378577.65 ,15.49,1020.0,0.0,800.0,8.58,1022,0.0,800,"6,280.60","6,406.10","6,278.50","6,406.10","6,431.80"
7553,98.71,2013-04-25,373964.12 ,14.17,1023.0,0.0,801.0,9.93,1021,0.0,801,"6,406.10","6,438.90","6,396.20","6,431.80","6,442.60"
7554,100,2013-04-26,369915.52 ,10.82,1017.0,0.0,800.0,3.46,1016,0.61,501,"6,431.80","6,467.10","6,411.90","6,442.60","6,426.40"
7555,87.14,2013-04-29,363390.29 ,2.38,1013.0,0.0,800.0,1.18,1015,0.0,801,"6,442.60","6,442.60","6,399.40","6,426.40","6,458.00"
7556,78.16,2013-04-30,363520.20 ,6.46,1019.0,0.0,800.0,3.26,1025,0.0,800,"6,426.40","6,458.00","6,419.30","6,458.00","6,430.10"
7557,67.79,2013-05-01,364831.04 ,4.05,1025.0,0.0,800.0,2.32,1025,0.0,802,"6,458.00","6,483.10","6,412.70","6,430.10","6,451.30"
7558,56.7,2013-05-02,367227.58 ,7.32,1022.0,0.0,800.0,3.49,1023,0.0,800,"6,430.10","6,475.90","6,429.80","6,451.30","6,460.70"
7559,45.51,2013-05-03,370550.76 ,7.67,1022.0,0.0,800.0,7.2,1021,0.0,800,"6,451.30","6,470.30","6,409.80","6,460.70","6,521.50"
7560,9.57,2013-05-07,388555.39 ,13.92,1018.0,0.0,800.0,11.95,1018,0.0,800,"6,460.70","6,541.70","6,451.50","6,521.50","6,557.30"
7561,4.46,2013-05-08,392999.61 ,12.97,1014.0,0.0,800.0,11.14,1007,0.0,701,"6,521.50","6,563.90","6,521.40","6,557.30","6,583.50"
7562,1.27,2013-05-09,396977.70 ,8.71,1007.0,0.0,803.0,4.99,1011,0.0,801,"6,557.30","6,587.40","6,547.00","6,583.50","6,592.70"
7563,0.02,2013-05-10,400323.11 ,2.0,1005.0,0.29,500.0,6.48,1008,0.0,803,"6,583.50","6,597.30","6,571.70","6,592.70","6,625.00"
7564,7.38,2013-05-13,405444.92 ,6.0,1012.0,0.0,803.0,5.63,1013,0.0,801,"6,592.70","6,637.80","6,591.60","6,625.00","6,631.80"
7565,13.08,2013-05-14,405303.65 ,3.7,1010.0,0.0,802.0,3.74,1007,0.0,801,"6,625.00","6,633.30","6,602.80","6,631.80","6,686.10"
7566,20.11,2013-05-15,404204.74 ,5.55,995.0,1.12,520.0,0.95,990,0.0,803,"6,631.80","6,686.10","6,618.40","6,686.10","6,693.60"
7567,28.23,2013-05-16,402171.74 ,7.93,999.0,0.0,802.0,5.71,1000,0.0,800,"6,686.10","6,701.70","6,669.00","6,693.60","6,687.80"
7568,37.24,2013-05-17,399263.15 ,6.21,999.0,0.0,800.0,5.53,1005,0.0,802,"6,693.60","6,714.50","6,677.20","6,687.80","6,723.10"
7569,66.9,2013-05-20,386528.09 ,13.78,1012.0,0.0,801.0,9.16,1011,0.0,701,"6,687.80","6,726.90","6,669.90","6,723.10","6,755.60"
7570,76.51,2013-05-21,381602.75 ,14.9,1011.0,0.0,803.0,9.3,1014,0.0,803,"6,723.10","6,755.60","6,709.10","6,755.60","6,803.90"
7571,85.22,2013-05-22,376769.39 ,10.97,1016.0,0.0,801.0,7.8,1018,0.0,803,"6,755.60","6,803.90","6,744.20","6,803.90","6,840.30"
7572,92.41,2013-05-23,372319.11 ,6.29,1016.0,0.0,801.0,2.79,1012,0.0,802,"6,803.90","6,875.60","6,781.50","6,840.30","6,696.80"
7573,97.47,2013-05-24,368532.52 ,4.91,1011.0,0.0,800.0,-0.52,1008,0.21,500,"6,840.30","6,840.30","6,658.80","6,696.80","6,654.30"
7574,89.3,2013-05-28,363962.15 ,10.55,1005.0,0.0,800.0,8.56,1000,1.52,501,"6,696.80","6,720.10","6,640.10","6,654.30","6,762.00"
7575,80.81,2013-05-29,365809.43 ,8.14,999.0,0.0,802.0,6.08,1003,0.0,803,"6,654.30","6,790.70","6,654.30","6,762.00","6,627.20"
7576,70.85,2013-05-30,368708.40 ,9.94,1006.0,0.0,803.0,9.87,1007,0.0,300,"6,762.00","6,762.00","6,620.80","6,627.20","6,657.00"
7577,28.86,2013-06-03,386350.18 ,12.2,1028.0,0.0,800.0,10.38,1031,0.0,801,"6,657.00","6,657.10","6,577.80","6,583.10","6,525.10"
7578,20.16,2013-06-04,390977.26 ,9.58,1029.0,0.0,801.0,7.62,1027,0.0,800,"6,583.10","6,583.10","6,514.10","6,525.10","6,558.60"
7579,12.81,2013-06-05,395211.20 ,12.65,1023.0,0.0,800.0,6.94,1022,0.0,803,"6,525.10","6,577.00","6,525.10","6,558.60","6,419.30"
7580,7,2013-06-06,398869.76 ,13.92,1018.0,0.0,800.0,7.44,1021,0.0,803,"6,558.60","6,558.60","6,419.30","6,419.30","6,336.10"
7581,2.89,2013-06-07,401812.15 ,13.19,1020.0,0.0,800.0,9.11,1022,0.76,500,"6,419.30","6,435.40","6,336.10","6,336.10","6,412.00"
7582,1.34,2013-06-10,405492.32 ,10.27,1014.0,0.0,803.0,8.0,1015,0.0,803,"6,336.10","6,421.40","6,313.60","6,412.00","6,400.50"
7583,4.4,2013-06-11,404872.42 ,10.21,1014.0,0.0,802.0,9.71,1013,0.0,803,"6,412.00","6,421.20","6,379.60","6,400.50","6,340.10"
7584,9.11,2013-06-12,403329.07 ,13.44,1012.0,0.0,803.0,10.95,1011,0.0,803,"6,400.50","6,401.20","6,280.10","6,340.10","6,299.50"
7585,15.34,2013-06-13,400902.92 ,13.69,1010.0,1.02,501.0,8.21,1009,0.0,803,"6,340.10","6,364.30","6,295.90","6,299.50","6,304.60"
7586,22.92,2013-06-14,397668.29 ,9.25,1015.0,0.0,802.0,9.56,1018,0.0,802,"6,299.50","6,311.00","6,205.70","6,304.60","6,308.30"
7587,51.54,2013-06-17,384487.51 ,14.26,1014.0,0.0,801.0,11.85,1014,0.0,800,"6,304.60","6,343.50","6,290.60","6,308.30","6,330.50"
7588,62.05,2013-06-18,379617.29 ,12.88,1014.0,0.0,800.0,13.38,1014,0.0,803,"6,308.30","6,370.80","6,308.30","6,330.50","6,374.20"
7589,72.37,2013-06-19,374942.03 ,18.1,1015.0,0.0,800.0,17.37,1015,0.0,800,"6,330.50","6,397.30","6,311.40","6,374.20","6,348.80"
7590,81.92,2013-06-20,370745.61 ,22.02,1014.0,0.0,802.0,14.68,1012,0.0,801,"6,374.20","6,383.60","6,327.00","6,348.80","6,159.50"
7591,90.06,2013-06-21,367296.96 ,16.11,1010.0,0.0,801.0,13.27,1009,0.0,803,"6,348.80","6,348.80","6,145.00","6,159.50","6,116.20"
7592,99.74,2013-06-24,363414.29 ,8.67,1013.0,0.0,802.0,6.58,1021,0.0,802,"6,159.50","6,244.20","6,116.20","6,116.20","6,029.10"
7593,91.4,2013-06-26,366894.29 ,15.06,1030.0,0.0,800.0,12.34,1031,0.0,803,"6,029.10","6,114.60","6,029.10","6,101.90","6,165.50"
7594,83.62,2013-06-27,370221.96 ,15.58,1028.0,0.0,800.0,11.4,1028,0.0,803,"6,101.90","6,177.90","6,089.20","6,165.50","6,243.40"
7595,74.29,2013-06-28,374332.63 ,11.29,1023.0,0.86,500.0,13.8,1019,0.0,803,"6,165.50","6,271.80","6,165.50","6,243.40","6,215.50"
7596,43.26,2013-07-01,388642.48 ,15.14,1019.0,0.0,800.0,10.28,1018,0.0,801,"6,243.40","6,268.80","6,207.70","6,215.50","6,307.80"
7597,33.49,2013-07-02,393164.69 ,14.35,1016.0,0.0,800.0,12.02,1014,0.0,800,"6,215.50","6,317.00","6,215.40","6,307.80","6,303.90"
7598,24.57,2013-07-03,397177.64 ,12.39,1007.0,0.0,801.0,13.57,1005,0.0,803,"6,307.80","6,314.10","6,266.50","6,303.90","6,229.90"
7599,16.75,2013-07-04,400514.70 ,15.4,1014.0,0.0,801.0,12.92,1018,0.0,803,"6,303.90","6,303.90","6,185.20","6,229.90","6,421.70"
7600,10.24,2013-07-05,403055.22 ,17.55,1022.0,0.0,801.0,15.25,1029,0.0,800,"6,229.90","6,431.40","6,229.90","6,421.70","6,375.50"
7601,0.16,2013-07-08,405271.63 ,21.25,1032.0,0.0,800.0,15.1,1034,0.0,800,"6,421.70","6,498.60","6,364.40","6,375.50","6,450.10"
7602,0.31,2013-07-09,404152.54 ,19.41,1031.0,0.0,801.0,12.22,1030,0.0,800,"6,375.50","6,476.10","6,375.50","6,450.10","6,513.10"
7603,2.28,2013-07-10,402141.67 ,18.73,1026.0,0.0,800.0,14.13,1026,0.0,800,"6,450.10","6,530.90","6,450.10","6,513.10","6,505.00"
7604,6.06,2013-07-11,399302.49 ,15.14,1025.0,0.0,801.0,9.15,1026,0.0,803,"6,513.10","6,535.90","6,472.40","6,505.00","6,543.40"
7605,11.55,2013-07-12,395731.97 ,15.19,1024.0,0.0,800.0,10.81,1026,0.0,804,"6,505.00","6,585.70","6,505.00","6,543.40","6,544.90"
7606,36.72,2013-07-15,382191.68 ,23.51,1022.0,0.0,800.0,18.58,1024,0.0,800,"6,543.40","6,583.90","6,540.20","6,544.90","6,586.10"
7607,47.18,2013-07-16,377448.91 ,23.64,1022.0,0.0,800.0,19.28,1023,0.0,800,"6,544.90","6,605.90","6,544.90","6,586.10","6,556.40"
7608,58.07,2013-07-17,373018.70 ,24.19,1022.0,0.0,800.0,20.76,1024,0.0,800,"6,586.10","6,606.40","6,556.40","6,556.40","6,571.90"
7609,68.9,2013-07-18,369167.96 ,23.81,1024.0,0.0,800.0,18.4,1027,0.0,800,"6,556.40","6,595.60","6,517.40","6,571.90","6,634.40"
7610,79.06,2013-07-19,366142.31 ,20.05,1026.0,0.0,800.0,15.81,1026,0.0,800,"6,571.90","6,657.40","6,555.80","6,634.40","6,630.70"
7611,98.81,2013-07-22,363722.29 ,21.72,1018.0,0.0,800.0,17.77,1017,0.0,801,"6,634.40","6,635.20","6,592.10","6,630.70","6,623.20"
7612,99.98,2013-07-23,365345.61 ,26.59,1015.0,0.0,800.0,22.84,1013,0.0,800,"6,630.70","6,645.00","6,608.20","6,623.20","6,597.40"
7613,98.12,2013-07-24,368084.56 ,21.64,1013.0,0.0,801.0,17.07,1015,0.0,802,"6,623.20","6,657.70","6,597.40","6,597.40","6,620.40"
7614,93.52,2013-07-25,371761.70 ,19.49,1014.0,0.0,801.0,18.52,1013,0.0,801,"6,597.40","6,662.20","6,581.60","6,620.40","6,588.00"
7615,86.68,2013-07-26,376138.88 ,18.64,1013.0,0.0,801.0,16.87,1013,0.0,801,"6,620.40","6,625.40","6,540.40","6,588.00","6,554.80"
7616,58.77,2013-07-29,390652.39 ,17.9,1008.0,0.0,801.0,14.94,1010,0.0,803,"6,588.00","6,629.90","6,535.20","6,554.80","6,560.30"
7617,48.74,2013-07-30,395035.64 ,13.99,1014.0,0.0,802.0,15.31,1015,0.5,500,"6,554.80","6,606.40","6,544.10","6,560.30","6,571.00"
7618,39.02,2013-07-31,398814.89 ,17.4,1012.0,0.0,801.0,15.32,1016,0.0,802,"6,560.30","6,600.70","6,560.30","6,571.00","6,621.10"
7619,29.87,2013-08-01,401834.95 ,17.65,1015.0,0.0,803.0,20.02,1012,0.0,800,"6,571.00","6,659.40","6,556.70","6,621.10","6,682.00"
7620,21.55,2013-08-02,403989.19 ,27.92,1006.0,0.0,800.0,17.24,1009,0.0,801,"6,621.10","6,682.00","6,607.30","6,682.00","6,647.90"
7621,3.85,2013-08-05,404793.11 ,16.65,1018.0,0.0,801.0,16.75,1013,0.0,800,"6,682.00","6,696.60","6,623.90","6,647.90","6,619.60"
7622,1.02,2013-08-06,403180.65 ,17.04,1009.0,0.0,802.0,11.69,1017,0.0,800,"6,647.90","6,685.00","6,590.10","6,619.60","6,604.20"
7623,0,2013-08-07,400702.11 ,17.26,1015.0,0.0,800.0,14.17,1014,0.0,800,"6,619.60","6,630.10","6,562.30","6,604.20","6,511.20"
7624,0.9,2013-08-08,397447.30 ,16.27,1015.0,0.0,800.0,14.37,1019,0.0,800,"6,604.20","6,625.00","6,511.20","6,511.20","6,529.70"
7625,3.75,2013-08-09,393540.92 ,16.81,1020.0,0.0,800.0,16.01,1017,0.0,803,"6,511.20","6,558.60","6,507.20","6,529.70","6,583.40"
7626,23.41,2013-08-12,379709.36 ,15.09,1017.0,0.0,800.0,11.91,1017,0.0,800,"6,529.70","6,601.20","6,529.50","6,583.40","6,574.30"
7627,33.03,2013-08-13,375149.22 ,12.81,1017.0,0.0,800.0,9.3,1022,0.0,800,"6,583.40","6,598.40","6,547.00","6,574.30","6,611.90"
7628,43.65,2013-08-14,371033.41 ,12.88,1023.0,0.0,801.0,12.72,1023,0.0,800,"6,574.30","6,620.40","6,568.40","6,611.90","6,587.40"
7629,54.81,2013-08-15,367606.00 ,13.77,1022.0,0.5,500.0,16.57,1020,0.0,801,"6,611.90","6,628.00","6,582.60","6,587.40","6,483.30"
7630,65.98,2013-08-16,365080.76 ,17.23,1017.0,0.0,801.0,16.1,1015,0.0,801,"6,587.40","6,587.90","6,460.10","6,483.30","6,500.00"
7631,93.09,2013-08-19,364258.60 ,16.89,1011.0,0.0,800.0,11.24,1018,0.0,800,"6,483.30","6,502.30","6,461.30","6,500.00","6,465.70"
7632,97.92,2013-08-20,366335.73 ,15.48,1024.0,0.0,800.0,13.14,1028,0.0,800,"6,500.00","6,506.60","6,457.70","6,465.70","6,453.50"
7633,99.94,2013-08-21,369448.14 ,17.73,1026.0,0.0,800.0,13.57,1025,0.0,800,"6,465.70","6,465.70","6,398.60","6,453.50","6,390.80"
7634,99.11,2013-08-22,373404.84 ,19.87,1021.0,0.0,800.0,17.87,1020,1.23,520,"6,453.50","6,453.60","6,386.70","6,390.80","6,446.90"
7635,95.64,2013-08-23,377961.18 ,18.68,1018.0,0.0,800.0,16.22,1016,0.0,801,"6,390.80","6,468.90","6,390.60","6,446.90","6,492.10"
7636,64.7,2013-08-27,396623.51 ,16.37,1018.0,0.0,800.0,12.14,1019,0.0,741,"6,446.90","6,516.70","6,422.40","6,492.10","6,441.00"
7637,55.08,2013-08-28,400145.95 ,16.65,1018.0,0.0,800.0,11.71,1023,0.0,803,"6,492.10","6,494.20","6,424.00","6,441.00","6,430.10"
7638,45.46,2013-08-29,402849.29 ,19.21,1022.0,0.0,800.0,13.01,1023,0.0,801,"6,441.00","6,441.00","6,393.70","6,430.10","6,483.10"
7639,36.12,2013-08-30,404636.25 ,17.71,1021.0,0.0,800.0,14.73,1020,0.0,801,"6,430.10","6,500.50","6,430.00","6,483.10","6,412.90"
7640,12.37,2013-09-02,404134.35 ,12.97,1027.0,0.0,800.0,10.43,1027,0.0,800,"6,483.10","6,502.20","6,409.60","6,412.90","6,506.20"
7641,6.73,2013-09-03,402062.54 ,20.51,1026.0,0.0,800.0,15.66,1028,0.0,802,"6,412.90","6,532.30","6,412.90","6,506.20","6,468.40"
7642,2.66,2013-09-04,399144.73 ,21.04,1025.0,0.0,800.0,15.63,1023,0.0,801,"6,506.20","6,523.20","6,457.00","6,468.40","6,474.70"
7643,0.4,2013-09-05,395497.21 ,20.62,1017.0,0.0,800.0,17.09,1012,0.0,741,"6,468.40","6,486.40","6,423.50","6,474.70","6,532.40"
7644,0.15,2013-09-06,391274.37 ,23.71,1007.0,0.0,800.0,13.73,1007,0.0,800,"6,474.70","6,543.20","6,461.70","6,532.40","6,547.30"
7645,12.27,2013-09-09,377220.64 ,8.8,1017.0,0.0,801.0,8.96,1016,0.0,801,"6,532.40","6,568.20","6,492.50","6,547.30","6,530.70"
7646,20.32,2013-09-10,372879.30 ,10.21,1015.0,0.0,801.0,6.08,1019,0.0,801,"6,547.30","6,555.90","6,508.80","6,530.70","6,584.00"
7647,29.93,2013-09-11,369122.40 ,9.45,1020.0,0.5,500.0,9.11,1020,0.0,803,"6,530.70","6,599.50","6,530.70","6,584.00","6,588.40"
7648,40.65,2013-09-12,366169.34 ,11.11,1020.0,0.25,500.0,11.92,1020,0.0,300,"6,584.00","6,589.90","6,559.70","6,588.40","6,589.00"
7649,51.97,2013-09-13,364198.17 ,14.81,1019.0,0.0,802.0,16.27,1017,0.0,721,"6,588.40","6,606.10","6,558.60","6,589.00","6,583.80"
7650,83.54,2013-09-16,365087.50 ,11.59,1001.0,0.0,803.0,3.92,1003,0.0,800,"6,589.00","6,589.00","6,561.80","6,583.80","6,622.90"
7651,91.24,2013-09-17,367618.15 ,3.55,1003.0,0.0,800.0,3.64,1003,0.0,800,"6,583.80","6,652.70","6,583.80","6,622.90","6,570.20"
7652,96.66,2013-09-18,371077.45 ,13.77,994.0,0.5,500.0,8.01,1001,0.0,803,"6,622.90","6,623.00","6,570.20","6,570.20","6,558.80"
7653,99.53,2013-09-19,375261.55 ,8.58,1009.0,0.0,800.0,6.45,1012,0.0,803,"6,570.20","6,587.60","6,532.50","6,558.80","6,625.40"
7654,99.8,2013-09-20,379924.16 ,14.06,1009.0,0.0,801.0,7.7,1016,0.0,803,"6,558.80","6,659.10","6,558.80","6,625.40","6,596.40"
7655,87.11,2013-09-23,394091.38 ,15.92,1028.0,0.0,801.0,15.03,1027,0.0,804,"6,625.40","6,629.90","6,594.20","6,596.40","6,557.40"
7656,79.62,2013-09-24,398038.51 ,14.0,1021.0,0.0,800.0,11.04,1016,0.0,741,"6,596.40","6,601.50","6,542.70","6,557.40","6,571.50"
7657,71.17,2013-09-25,401264.82 ,15.06,1014.0,0.0,800.0,13.19,1011,0.0,701,"6,557.40","6,585.40","6,549.90","6,571.50","6,551.50"
7658,62.09,2013-09-26,403636.87 ,17.9,1011.0,0.0,802.0,10.78,1016,0.0,803,"6,571.50","6,588.00","6,526.40","6,551.50","6,565.60"
7659,52.69,2013-09-27,405065.65 ,11.74,1017.0,0.0,800.0,10.15,1017,0.0,800,"6,551.50","6,580.90","6,535.80","6,565.60","6,512.70"
7660,25.33,2013-09-30,403385.39 ,12.4,1007.0,0.0,804.0,12.16,1006,0.0,801,"6,565.60","6,568.90","6,487.30","6,512.70","6,462.20"
