illumination,Date,Text1
0.01% Visible,Moon phase details at 26 November 2000,"395,110.58 km"
0.81% Visible,Moon phase details at 27 November 2000,"398,803.87 km"
3.5% Visible,Moon phase details at 28 November 2000,"401,787.75 km"
7.9% Visible,Moon phase details at 29 November 2000,"403,945.15 km"
13.78% Visible,Moon phase details at 30 November 2000,"405,194.08 km"
20.91% Visible,Moon phase details at 1 December 2000,"405,484.70 km"
29.05% Visible,Moon phase details at 2 December 2000,"404,797.51 km"
37.96% Visible,Moon phase details at 3 December 2000,"403,144.22 km"
47.39% Visible,Moon phase details at 4 December 2000,"400,571.61 km"
57.09% Visible,Moon phase details at 5 December 2000,"397,167.58 km"
66.75% Visible,Moon phase details at 6 December 2000,"393,067.10 km"
76.01% Visible,Moon phase details at 7 December 2000,"388,455.09 km"
84.46% Visible,Moon phase details at 8 December 2000,"383,563.56 km"
91.56% Visible,Moon phase details at 9 December 2000,"378,661.04 km"
96.79% Visible,Moon phase details at 10 December 2000,"374,034.74 km"
99.61% Visible,Moon phase details at 11 December 2000,"369,967.59 km"
99.66% Visible,Moon phase details at 12 December 2000,"366,713.79 km"
96.8% Visible,Moon phase details at 13 December 2000,"364,476.78 km"
91.18% Visible,Moon phase details at 14 December 2000,"363,392.51 km"
83.24% Visible,Moon phase details at 15 December 2000,"363,519.59 km"
73.58% Visible,Moon phase details at 16 December 2000,"364,836.79 km"
62.88% Visible,Moon phase details at 17 December 2000,"367,247.26 km"
51.8% Visible,Moon phase details at 18 December 2000,"370,588.72 km"
40.9% Visible,Moon phase details at 19 December 2000,"374,648.28 km"
30.68% Visible,Moon phase details at 20 December 2000,"379,180.47 km"
21.53% Visible,Moon phase details at 21 December 2000,"383,926.68 km"
13.76% Visible,Moon phase details at 22 December 2000,"388,633.59 km"
7.6% Visible,Moon phase details at 23 December 2000,"393,068.78 km"
3.21% Visible,Moon phase details at 24 December 2000,"397,031.54 km"
0.68% Visible,Moon phase details at 25 December 2000,"400,358.51 km"
0.02% Visible,Moon phase details at 26 December 2000,"402,924.40 km"
1.2% Visible,Moon phase details at 27 December 2000,"404,639.26 km"
4.13% Visible,Moon phase details at 28 December 2000,"405,444.32 km"
8.69% Visible,Moon phase details at 29 December 2000,"405,308.41 km"
14.72% Visible,Moon phase details at 30 December 2000,"404,226.71 km"
22.02% Visible,Moon phase details at 31 December 2000,"402,222.58 km"
30.4% Visible,Moon phase details at 1 January 2001,"399,352.59 km"
39.64% Visible,Moon phase details at 2 January 2001,"395,713.19 km"
49.48% Visible,Moon phase details at 3 January 2001,"391,446.92 km"
59.62% Visible,Moon phase details at 4 January 2001,"386,745.19 km"
69.68% Visible,Moon phase details at 5 January 2001,"381,844.96 km"
79.2% Visible,Moon phase details at 6 January 2001,"377,017.81 km"
87.6% Visible,Moon phase details at 7 January 2001,"372,551.62 km"
94.26% Visible,Moon phase details at 8 January 2001,"368,727.16 km"
98.55% Visible,Moon phase details at 9 January 2001,"365,793.04 km"
100% Visible,Moon phase details at 10 January 2001,"363,942.85 km"
98.4% Visible,Moon phase details at 11 January 2001,"363,297.60 km"
93.86% Visible,Moon phase details at 12 January 2001,"363,895.36 km"
86.83% Visible,Moon phase details at 13 January 2001,"365,688.92 km"
77.91% Visible,Moon phase details at 14 January 2001,"368,551.36 km"
67.8% Visible,Moon phase details at 15 January 2001,"372,288.64 km"
57.15% Visible,Moon phase details at 16 January 2001,"376,658.07 km"
46.5% Visible,Moon phase details at 17 January 2001,"381,390.20 km"
36.32% Visible,Moon phase details at 18 January 2001,"386,211.47 km"
26.95% Visible,Moon phase details at 19 January 2001,"390,864.61 km"
18.68% Visible,Moon phase details at 20 January 2001,"395,124.10 km"
11.73% Visible,Moon phase details at 21 January 2001,"398,805.11 km"
6.29% Visible,Moon phase details at 22 January 2001,"401,766.17 km"
2.48% Visible,Moon phase details at 23 January 2001,"403,906.65 km"
0.4% Visible,Moon phase details at 24 January 2001,"405,161.45 km"
0.1% Visible,Moon phase details at 25 January 2001,"405,495.29 km"
1.58% Visible,Moon phase details at 26 January 2001,"404,898.62 km"
4.81% Visible,Moon phase details at 27 January 2001,"403,386.53 km"
9.69% Visible,Moon phase details at 28 January 2001,"401,001.05 km"
16.1% Visible,Moon phase details at 29 January 2001,"397,816.05 km"
23.87% Visible,Moon phase details at 30 January 2001,"393,943.34 km"
32.82% Visible,Moon phase details at 31 January 2001,"389,537.59 km"
42.67% Visible,Moon phase details at 1 February 2001,"384,797.55 km"
53.11% Visible,Moon phase details at 2 February 2001,"379,961.59 km"
63.75% Visible,Moon phase details at 3 February 2001,"375,296.29 km"
74.09% Visible,Moon phase details at 4 February 2001,"371,078.88 km"
83.51% Visible,Moon phase details at 5 February 2001,"367,575.30 km"
91.35% Visible,Moon phase details at 6 February 2001,"365,016.93 km"
96.94% Visible,Moon phase details at 7 February 2001,"363,579.23 km"
99.73% Visible,Moon phase details at 8 February 2001,"363,364.84 km"
99.47% Visible,Moon phase details at 9 February 2001,"364,393.26 km"
96.23% Visible,Moon phase details at 10 February 2001,"366,598.12 km"
90.38% Visible,Moon phase details at 11 February 2001,"369,832.57 km"
82.5% Visible,Moon phase details at 12 February 2001,"373,882.49 km"
73.24% Visible,Moon phase details at 13 February 2001,"378,486.28 km"
63.23% Visible,Moon phase details at 14 February 2001,"383,358.87 km"
52.98% Visible,Moon phase details at 15 February 2001,"388,216.52 km"
42.92% Visible,Moon phase details at 16 February 2001,"392,798.61 km"
33.38% Visible,Moon phase details at 17 February 2001,"396,883.38 km"
24.64% Visible,Moon phase details at 18 February 2001,"400,296.10 km"
16.93% Visible,Moon phase details at 19 February 2001,"402,909.98 km"
10.45% Visible,Moon phase details at 20 February 2001,"404,641.97 km"
5.41% Visible,Moon phase details at 21 February 2001,"405,446.05 km"
1.95% Visible,Moon phase details at 22 February 2001,"405,306.97 km"
0.2% Visible,Moon phase details at 23 February 2001,"404,236.21 km"
0.26% Visible,Moon phase details at 24 February 2001,"402,271.22 km"
2.17% Visible,Moon phase details at 25 February 2001,"399,477.70 km"
5.93% Visible,Moon phase details at 26 February 2001,"395,953.82 km"
11.47% Visible,Moon phase details at 27 February 2001,"391,834.48 km"
18.65% Visible,Moon phase details at 28 February 2001,"387,293.54 km"
27.28% Visible,Moon phase details at 1 March 2001,"382,542.03 km"
37.09% Visible,Moon phase details at 2 March 2001,"377,821.15 km"
47.73% Visible,Moon phase details at 3 March 2001,"373,389.75 km"
58.76% Visible,Moon phase details at 4 March 2001,"369,507.44 km"
69.65% Visible,Moon phase details at 5 March 2001,"366,414.94 km"
79.77% Visible,Moon phase details at 6 March 2001,"364,314.36 km"
88.45% Visible,Moon phase details at 7 March 2001,"363,351.26 km"
95.02% Visible,Moon phase details at 8 March 2001,"363,600.74 km"
98.95% Visible,Moon phase details at 9 March 2001,"365,058.83 km"
99.96% Visible,Moon phase details at 10 March 2001,"367,640.39 km"
98.07% Visible,Moon phase details at 11 March 2001,"371,184.35 km"
93.56% Visible,Moon phase details at 12 March 2001,"375,466.35 km"
86.94% Visible,Moon phase details at 13 March 2001,"380,218.06 km"
78.77% Visible,Moon phase details at 14 March 2001,"385,150.88 km"
69.6% Visible,Moon phase details at 15 March 2001,"389,980.64 km"
59.92% Visible,Moon phase details at 16 March 2001,"394,449.28 km"
50.11% Visible,Moon phase details at 17 March 2001,"398,340.33 km"
40.51% Visible,Moon phase details at 18 March 2001,"401,486.53 km"
31.39% Visible,Moon phase details at 19 March 2001,"403,770.25 km"
22.99% Visible,Moon phase details at 20 March 2001,"405,118.95 km"
15.56% Visible,Moon phase details at 21 March 2001,"405,498.66 km"
9.33% Visible,Moon phase details at 22 March 2001,"404,908.31 km"
4.53% Visible,Moon phase details at 23 March 2001,"403,376.70 km"
1.37% Visible,Moon phase details at 24 March 2001,"400,962.54 km"
0.03% Visible,Moon phase details at 25 March 2001,"397,756.83 km"
0.67% Visible,Moon phase details at 26 March 2001,"393,886.00 km"
3.35% Visible,Moon phase details at 27 March 2001,"389,513.63 km"
8.06% Visible,Moon phase details at 28 March 2001,"384,838.97 km"
14.71% Visible,Moon phase details at 29 March 2001,"380,090.93 km"
23.08% Visible,Moon phase details at 30 March 2001,"375,517.41 km"
32.85% Visible,Moon phase details at 31 March 2001,"371,370.72 km"
43.63% Visible,Moon phase details at 1 April 2001,"367,890.72 km"
54.9% Visible,Moon phase details at 2 April 2001,"365,287.53 km"
66.1% Visible,Moon phase details at 3 April 2001,"363,725.60 km"
76.62% Visible,Moon phase details at 4 April 2001,"363,310.51 km"
85.79% Visible,Moon phase details at 5 April 2001,"364,079.50 km"
93.01% Visible,Moon phase details at 6 April 2001,"365,996.46 km"
97.81% Visible,Moon phase details at 7 April 2001,"368,952.31 km"
99.91% Visible,Moon phase details at 8 April 2001,"372,771.25 km"
99.28% Visible,Moon phase details at 9 April 2001,"377,223.26 km"
96.15% Visible,Moon phase details at 10 April 2001,"382,042.15 km"
90.89% Visible,Moon phase details at 11 April 2001,"386,947.24 km"
83.95% Visible,Moon phase details at 12 April 2001,"391,665.71 km"
75.79% Visible,Moon phase details at 13 April 2001,"395,951.96 km"
66.83% Visible,Moon phase details at 14 April 2001,"399,601.25 km"
57.44% Visible,Moon phase details at 15 April 2001,"402,456.22 km"
47.92% Visible,Moon phase details at 16 April 2001,"404,407.13 km"
38.55% Visible,Moon phase details at 17 April 2001,"405,387.89 km"
29.59% Visible,Moon phase details at 18 April 2001,"405,370.95 km"
21.32% Visible,Moon phase details at 19 April 2001,"404,363.46 km"
13.99% Visible,Moon phase details at 20 April 2001,"402,406.19 km"
7.91% Visible,Moon phase details at 21 April 2001,"399,575.11 km"
3.37% Visible,Moon phase details at 22 April 2001,"395,984.31 km"
0.67% Visible,Moon phase details at 23 April 2001,"391,788.20 km"
0.05% Visible,Moon phase details at 24 April 2001,"387,180.48 km"
1.69% Visible,Moon phase details at 25 April 2001,"382,388.53 km"
5.65% Visible,Moon phase details at 26 April 2001,"377,662.59 km"
11.83% Visible,Moon phase details at 27 April 2001,"373,260.69 km"
19.99% Visible,Moon phase details at 28 April 2001,"369,431.21 km"
29.74% Visible,Moon phase details at 29 April 2001,"366,395.43 km"
40.6% Visible,Moon phase details at 30 April 2001,"364,331.91 km"
51.99% Visible,Moon phase details at 1 May 2001,"363,364.17 km"
63.32% Visible,Moon phase details at 2 May 2001,"363,552.21 km"
73.98% Visible,Moon phase details at 3 May 2001,"364,888.16 km"
83.38% Visible,Moon phase details at 4 May 2001,"367,296.10 km"
90.99% Visible,Moon phase details at 5 May 2001,"370,636.32 km"
96.4% Visible,Moon phase details at 6 May 2001,"374,714.22 km"
99.39% Visible,Moon phase details at 7 May 2001,"379,293.79 km"
99.9% Visible,Moon phase details at 8 May 2001,"384,114.72 km"
98.07% Visible,Moon phase details at 9 May 2001,"388,911.58 km"
94.16% Visible,Moon phase details at 10 May 2001,"393,432.35 km"
88.49% Visible,Moon phase details at 11 May 2001,"397,453.76 km"
81.43% Visible,Moon phase details at 12 May 2001,"400,791.40 km"
73.31% Visible,Moon phase details at 13 May 2001,"403,304.02 km"
64.47% Visible,Moon phase details at 14 May 2001,"404,893.00 km"
55.18% Visible,Moon phase details at 15 May 2001,"405,499.22 km"
45.72% Visible,Moon phase details at 16 May 2001,"405,099.74 km"
36.36% Visible,Moon phase details at 17 May 2001,"403,706.47 km"
27.37% Visible,Moon phase details at 18 May 2001,"401,367.63 km"
19.07% Visible,Moon phase details at 19 May 2001,"398,171.48 km"
11.8% Visible,Moon phase details at 20 May 2001,"394,250.25 km"
5.95% Visible,Moon phase details at 21 May 2001,"389,781.88 km"
1.92% Visible,Moon phase details at 22 May 2001,"384,986.77 km"
0.08% Visible,Moon phase details at 23 May 2001,"380,118.30 km"
0.72% Visible,Moon phase details at 24 May 2001,"375,447.46 km"
3.95% Visible,Moon phase details at 25 May 2001,"371,243.27 km"
9.69% Visible,Moon phase details at 26 May 2001,"367,752.22 km"
17.64% Visible,Moon phase details at 27 May 2001,"365,179.51 km"
27.34% Visible,Moon phase details at 28 May 2001,"363,674.35 km"
38.19% Visible,Moon phase details at 29 May 2001,"363,320.36 km"
49.58% Visible,Moon phase details at 30 May 2001,"364,131.33 km"
60.88% Visible,Moon phase details at 31 May 2001,"366,051.78 km"
71.52% Visible,Moon phase details at 1 June 2001,"368,962.01 km"
80.97% Visible,Moon phase details at 2 June 2001,"372,687.19 km"
88.81% Visible,Moon phase details at 3 June 2001,"377,009.95 km"
94.69% Visible,Moon phase details at 4 June 2001,"381,685.89 km"
98.43% Visible,Moon phase details at 5 June 2001,"386,460.60 km"
99.96% Visible,Moon phase details at 6 June 2001,"391,086.42 km"
99.33% Visible,Moon phase details at 7 June 2001,"395,336.94 km"
96.69% Visible,Moon phase details at 8 June 2001,"399,017.51 km"
92.28% Visible,Moon phase details at 9 June 2001,"401,970.86 km"
86.33% Visible,Moon phase details at 10 June 2001,"404,078.34 km"
79.13% Visible,Moon phase details at 11 June 2001,"405,257.97 km"
70.92% Visible,Moon phase details at 12 June 2001,"405,461.67 km"
61.99% Visible,Moon phase details at 13 June 2001,"404,673.57 km"
52.57% Visible,Moon phase details at 14 June 2001,"402,911.02 km"
42.95% Visible,Moon phase details at 15 June 2001,"400,228.46 km"
33.39% Visible,Moon phase details at 16 June 2001,"396,723.13 km"
24.25% Visible,Moon phase details at 17 June 2001,"392,540.25 km"
15.91% Visible,Moon phase details at 18 June 2001,"387,874.54 km"
8.84% Visible,Moon phase details at 19 June 2001,"382,965.65 km"
3.55% Visible,Moon phase details at 20 June 2001,"378,085.94 km"
0.55% Visible,Moon phase details at 21 June 2001,"373,521.57 km"
0.2% Visible,Moon phase details at 22 June 2001,"369,549.50 km"
2.7% Visible,Moon phase details at 23 June 2001,"366,414.01 km"
7.96% Visible,Moon phase details at 24 June 2001,"364,306.43 km"
15.62% Visible,Moon phase details at 25 June 2001,"363,350.42 km"
25.13% Visible,Moon phase details at 26 June 2001,"363,594.07 km"
35.84% Visible,Moon phase details at 27 June 2001,"365,008.66 km"
47.07% Visible,Moon phase details at 28 June 2001,"367,493.49 km"
58.22% Visible,Moon phase details at 29 June 2001,"370,885.83 km"
68.75% Visible,Moon phase details at 30 June 2001,"374,974.95 km"
78.2% Visible,Moon phase details at 1 July 2001,"379,519.07 km"
86.23% Visible,Moon phase details at 2 July 2001,"384,263.45 km"
92.54% Visible,Moon phase details at 3 July 2001,"388,957.88 km"
96.98% Visible,Moon phase details at 4 July 2001,"393,371.63 km"
99.45% Visible,Moon phase details at 5 July 2001,"397,304.08 km"
99.94% Visible,Moon phase details at 6 July 2001,"400,590.63 km"
98.52% Visible,Moon phase details at 7 July 2001,"403,103.91 km"
95.3% Visible,Moon phase details at 8 July 2001,"404,751.65 km"
90.46% Visible,Moon phase details at 9 July 2001,"405,473.25 km"
84.18% Visible,Moon phase details at 10 July 2001,"405,236.87 km"
76.68% Visible,Moon phase details at 11 July 2001,"404,038.83 km"
68.17% Visible,Moon phase details at 12 July 2001,"401,906.29 km"
58.9% Visible,Moon phase details at 13 July 2001,"398,902.65 km"
49.12% Visible,Moon phase details at 14 July 2001,"395,134.50 km"
39.12% Visible,Moon phase details at 15 July 2001,"390,757.17 km"
29.27% Visible,Moon phase details at 16 July 2001,"385,976.09 km"
20% Visible,Moon phase details at 17 July 2001,"381,041.26 km"
11.85% Visible,Moon phase details at 18 July 2001,"376,233.70 km"
5.42% Visible,Moon phase details at 19 July 2001,"371,844.89 km"
1.32% Visible,Moon phase details at 20 July 2001,"368,152.03 km"
0.01% Visible,Moon phase details at 21 July 2001,"365,393.14 km"
1.72% Visible,Moon phase details at 22 July 2001,"363,745.63 km"
6.36% Visible,Moon phase details at 23 July 2001,"363,311.25 km"
13.55% Visible,Moon phase details at 24 July 2001,"364,108.62 km"
22.67% Visible,Moon phase details at 25 July 2001,"366,073.66 km"
33.03% Visible,Moon phase details at 26 July 2001,"369,067.29 km"
43.95% Visible,Moon phase details at 27 July 2001,"372,889.24 km"
