illumination,Date,Text1
84.75% Visible,Moon phase details at 29 September 1999,"364,642.76 km"
75.43% Visible,Moon phase details at 30 September 1999,"363,454.13 km"
64.81% Visible,Moon phase details at 1 October 1999,"363,435.70 km"
53.54% Visible,Moon phase details at 2 October 1999,"364,578.55 km"
42.23% Visible,Moon phase details at 3 October 1999,"366,804.45 km"
31.47% Visible,Moon phase details at 4 October 1999,"369,972.99 km"
21.76% Visible,Moon phase details at 5 October 1999,"373,892.71 km"
13.52% Visible,Moon phase details at 6 October 1999,"378,335.30 km"
7.08% Visible,Moon phase details at 7 October 1999,"383,052.07 km"
2.67% Visible,Moon phase details at 8 October 1999,"387,791.06 km"
0.37% Visible,Moon phase details at 9 October 1999,"392,312.85 km"
0.17% Visible,Moon phase details at 10 October 1999,"396,403.36 km"
1.96% Visible,Moon phase details at 11 October 1999,"399,882.21 km"
5.57% Visible,Moon phase details at 12 October 1999,"402,606.37 km"
10.79% Visible,Moon phase details at 13 October 1999,"404,469.88 km"
17.38% Visible,Moon phase details at 14 October 1999,"405,401.27 km"
25.09% Visible,Moon phase details at 15 October 1999,"405,360.78 km"
33.68% Visible,Moon phase details at 16 October 1999,"404,339.41 km"
42.91% Visible,Moon phase details at 17 October 1999,"402,360.77 km"
52.51% Visible,Moon phase details at 18 October 1999,"399,485.83 km"
62.22% Visible,Moon phase details at 19 October 1999,"395,819.16 km"
71.7% Visible,Moon phase details at 20 October 1999,"391,514.03 km"
80.57% Visible,Moon phase details at 21 October 1999,"386,773.45 km"
88.36% Visible,Moon phase details at 22 October 1999,"381,844.49 km"
94.54% Visible,Moon phase details at 23 October 1999,"377,004.87 km"
98.57% Visible,Moon phase details at 24 October 1999,"372,542.91 km"
100% Visible,Moon phase details at 25 October 1999,"368,733.58 km"
98.56% Visible,Moon phase details at 26 October 1999,"365,814.74 km"
94.25% Visible,Moon phase details at 27 October 1999,"363,966.87 km"
87.38% Visible,Moon phase details at 28 October 1999,"363,298.92 km"
78.47% Visible,Moon phase details at 29 October 1999,"363,841.30 km"
68.17% Visible,Moon phase details at 30 October 1999,"365,545.91 km"
57.16% Visible,Moon phase details at 31 October 1999,"368,292.57 km"
46.06% Visible,Moon phase details at 1 November 1999,"371,900.75 km"
35.41% Visible,Moon phase details at 2 November 1999,"376,145.54 km"
25.66% Visible,Moon phase details at 3 November 1999,"380,775.99 km"
17.16% Visible,Moon phase details at 4 November 1999,"385,534.28 km"
10.19% Visible,Moon phase details at 5 November 1999,"390,173.15 km"
4.95% Visible,Moon phase details at 6 November 1999,"394,469.95 km"
1.57% Visible,Moon phase details at 7 November 1999,"398,235.79 km"
0.08% Visible,Moon phase details at 8 November 1999,"401,319.50 km"
0.47% Visible,Moon phase details at 9 November 1999,"403,607.16 km"
2.67% Visible,Moon phase details at 10 November 1999,"405,018.83 km"
6.56% Visible,Moon phase details at 11 November 1999,"405,504.53 km"
11.99% Visible,Moon phase details at 12 November 1999,"405,041.38 km"
18.78% Visible,Moon phase details at 13 November 1999,"403,633.52 km"
26.72% Visible,Moon phase details at 14 November 1999,"401,315.15 km"
35.61% Visible,Moon phase details at 15 November 1999,"398,156.45 km"
45.2% Visible,Moon phase details at 16 November 1999,"394,270.38 km"
55.21% Visible,Moon phase details at 17 November 1999,"389,817.97 km"
65.32% Visible,Moon phase details at 18 November 1999,"385,009.06 km"
75.1% Visible,Moon phase details at 19 November 1999,"380,096.11 km"
84.04% Visible,Moon phase details at 20 November 1999,"375,360.19 km"
91.53% Visible,Moon phase details at 21 November 1999,"371,090.18 km"
96.94% Visible,Moon phase details at 22 November 1999,"367,558.24 km"
99.71% Visible,Moon phase details at 23 November 1999,"364,995.00 km"
99.5% Visible,Moon phase details at 24 November 1999,"363,568.57 km"
96.27% Visible,Moon phase details at 25 November 1999,"363,369.64 km"
90.29% Visible,Moon phase details at 26 November 1999,"364,404.39 km"
82.12% Visible,Moon phase details at 27 November 1999,"366,595.29 km"
72.43% Visible,Moon phase details at 28 November 1999,"369,789.56 km"
61.9% Visible,Moon phase details at 29 November 1999,"373,774.10 km"
51.14% Visible,Moon phase details at 30 November 1999,"378,295.32 km"
40.66% Visible,Moon phase details at 1 December 1999,"383,081.35 km"
30.85% Visible,Moon phase details at 2 December 1999,"387,863.94 km"
22.03% Visible,Moon phase details at 3 December 1999,"392,396.96 km"
14.47% Visible,Moon phase details at 4 December 1999,"396,469.43 km"
8.35% Visible,Moon phase details at 5 December 1999,"399,912.13 km"
3.84% Visible,Moon phase details at 6 December 1999,"402,598.17 km"
1.04% Visible,Moon phase details at 7 December 1999,"404,439.38 km"
0.01% Visible,Moon phase details at 8 December 1999,"405,380.73 km"
0.76% Visible,Moon phase details at 9 December 1999,"405,395.13 km"
3.28% Visible,Moon phase details at 10 December 1999,"404,480.45 km"
7.48% Visible,Moon phase details at 11 December 1999,"402,659.76 km"
13.26% Visible,Moon phase details at 12 December 1999,"399,984.79 km"
20.47% Visible,Moon phase details at 13 December 1999,"396,541.67 km"
28.91% Visible,Moon phase details at 14 December 1999,"392,456.94 km"
38.36% Visible,Moon phase details at 15 December 1999,"387,901.61 km"
48.55% Visible,Moon phase details at 16 December 1999,"383,090.47 km"
59.1% Visible,Moon phase details at 17 December 1999,"378,275.10 km"
69.59% Visible,Moon phase details at 18 December 1999,"373,729.82 km"
79.47% Visible,Moon phase details at 19 December 1999,"369,731.95 km"
88.08% Visible,Moon phase details at 20 December 1999,"366,538.69 km"
94.74% Visible,Moon phase details at 21 December 1999,"364,363.92 km"
98.84% Visible,Moon phase details at 22 December 1999,"363,358.18 km"
99.97% Visible,Moon phase details at 23 December 1999,"363,594.02 km"
98.04% Visible,Moon phase details at 24 December 1999,"365,058.63 km"
93.29% Visible,Moon phase details at 25 December 1999,"367,654.37 km"
86.21% Visible,Moon phase details at 26 December 1999,"371,207.38 km"
77.45% Visible,Moon phase details at 27 December 1999,"375,483.62 km"
67.66% Visible,Moon phase details at 28 December 1999,"380,210.63 km"
57.42% Visible,Moon phase details at 29 December 1999,"385,102.09 km"
47.19% Visible,Moon phase details at 30 December 1999,"389,881.76 km"
37.35% Visible,Moon phase details at 31 December 1999,"394,303.04 km"
28.22% Visible,Moon phase details at 1 January 2000,"398,161.81 km"
20.03% Visible,Moon phase details at 2 January 2000,"401,301.62 km"
13.01% Visible,Moon phase details at 3 January 2000,"403,612.40 km"
7.35% Visible,Moon phase details at 4 January 2000,"405,025.03 km"
3.2% Visible,Moon phase details at 5 January 2000,"405,504.57 km"
0.73% Visible,Moon phase details at 6 January 2000,"405,044.70 km"
0.01% Visible,Moon phase details at 7 January 2000,"403,664.85 km"
1.12% Visible,Moon phase details at 8 January 2000,"401,410.72 km"
4.06% Visible,Moon phase details at 9 January 2000,"398,357.53 km"
8.8% Visible,Moon phase details at 10 January 2000,"394,614.62 km"
15.23% Visible,Moon phase details at 11 January 2000,"390,329.46 km"
23.18% Visible,Moon phase details at 12 January 2000,"385,688.84 km"
32.44% Visible,Moon phase details at 13 January 2000,"380,915.50 km"
42.68% Visible,Moon phase details at 14 January 2000,"376,259.15 km"
53.53% Visible,Moon phase details at 15 January 2000,"371,982.19 km"
64.52% Visible,Moon phase details at 16 January 2000,"368,341.35 km"
75.06% Visible,Moon phase details at 17 January 2000,"365,567.45 km"
84.49% Visible,Moon phase details at 18 January 2000,"363,845.74 km"
92.15% Visible,Moon phase details at 19 January 2000,"363,299.02 km"
97.41% Visible,Moon phase details at 20 January 2000,"363,975.25 km"
99.85% Visible,Moon phase details at 21 January 2000,"365,841.24 km"
99.32% Visible,Moon phase details at 22 January 2000,"368,783.26 km"
96% Visible,Moon phase details at 23 January 2000,"372,615.12 km"
90.3% Visible,Moon phase details at 24 January 2000,"377,093.68 km"
82.77% Visible,Moon phase details at 25 January 2000,"381,940.24 km"
73.98% Visible,Moon phase details at 26 January 2000,"386,865.15 km"
64.45% Visible,Moon phase details at 27 January 2000,"391,591.82 km"
54.64% Visible,Moon phase details at 28 January 2000,"395,876.39 km"
44.9% Visible,Moon phase details at 29 January 2000,"399,520.29 km"
35.52% Visible,Moon phase details at 30 January 2000,"402,374.98 km"
26.76% Visible,Moon phase details at 31 January 2000,"404,340.11 km"
18.87% Visible,Moon phase details at 1 February 2000,"405,357.87 km"
12.08% Visible,Moon phase details at 2 February 2000,"405,406.44 km"
6.6% Visible,Moon phase details at 3 February 2000,"404,495.06 km"
2.66% Visible,Moon phase details at 4 February 2000,"402,662.09 km"
0.44% Visible,Moon phase details at 5 February 2000,"399,976.02 km"
0.11% Visible,Moon phase details at 6 February 2000,"396,538.37 km"
1.77% Visible,Moon phase details at 7 February 2000,"392,486.71 km"
5.45% Visible,Moon phase details at 8 February 2000,"387,995.65 km"
11.1% Visible,Moon phase details at 9 February 2000,"383,274.11 km"
18.58% Visible,Moon phase details at 10 February 2000,"378,557.99 km"
27.62% Visible,Moon phase details at 11 February 2000,"374,098.12 km"
37.88% Visible,Moon phase details at 12 February 2000,"370,144.81 km"
48.91% Visible,Moon phase details at 13 February 2000,"366,930.57 km"
60.19% Visible,Moon phase details at 14 February 2000,"364,652.93 km"
71.12% Visible,Moon phase details at 15 February 2000,"363,459.07 km"
81.08% Visible,Moon phase details at 16 February 2000,"363,433.51 km"
89.42% Visible,Moon phase details at 17 February 2000,"364,589.92 km"
95.56% Visible,Moon phase details at 18 February 2000,"366,867.67 km"
99.13% Visible,Moon phase details at 19 February 2000,"370,134.15 km"
99.94% Visible,Moon phase details at 20 February 2000,"374,193.20 km"
98.11% Visible,Moon phase details at 21 February 2000,"378,799.78 km"
93.91% Visible,Moon phase details at 22 February 2000,"383,679.74 km"
87.79% Visible,Moon phase details at 23 February 2000,"388,552.22 km"
80.2% Visible,Moon phase details at 24 February 2000,"393,151.52 km"
71.61% Visible,Moon phase details at 25 February 2000,"397,244.79 km"
62.4% Visible,Moon phase details at 26 February 2000,"400,643.26 km"
52.92% Visible,Moon phase details at 27 February 2000,"403,206.39 km"
43.46% Visible,Moon phase details at 28 February 2000,"404,840.25 km"
34.27% Visible,Moon phase details at 29 February 2000,"405,492.76 km"
25.63% Visible,Moon phase details at 1 March 2000,"405,148.67 km"
17.79% Visible,Moon phase details at 2 March 2000,"403,826.44 km"
11.03% Visible,Moon phase details at 3 March 2000,"401,578.08 km"
5.65% Visible,Moon phase details at 4 March 2000,"398,491.32 km"
1.92% Visible,Moon phase details at 5 March 2000,"394,692.53 km"
0.13% Visible,Moon phase details at 6 March 2000,"390,348.14 km"
0.48% Visible,Moon phase details at 7 March 2000,"385,662.37 km"
3.11% Visible,Moon phase details at 8 March 2000,"380,870.07 km"
8.01% Visible,Moon phase details at 9 March 2000,"376,224.58 km"
15.02% Visible,Moon phase details at 10 March 2000,"371,981.89 km"
23.86% Visible,Moon phase details at 11 March 2000,"368,383.10 km"
34.09% Visible,Moon phase details at 12 March 2000,"365,637.39 km"
45.2% Visible,Moon phase details at 13 March 2000,"363,907.36 km"
56.62% Visible,Moon phase details at 14 March 2000,"363,297.78 km"
67.74% Visible,Moon phase details at 15 March 2000,"363,848.24 km"
77.95% Visible,Moon phase details at 16 March 2000,"365,529.92 km"
86.68% Visible,Moon phase details at 17 March 2000,"368,246.70 km"
93.44% Visible,Moon phase details at 18 March 2000,"371,840.74 km"
97.9% Visible,Moon phase details at 19 March 2000,"376,102.84 km"
99.89% Visible,Moon phase details at 20 March 2000,"380,787.23 km"
99.43% Visible,Moon phase details at 21 March 2000,"385,629.63 km"
96.72% Visible,Moon phase details at 22 March 2000,"390,366.67 km"
92.06% Visible,Moon phase details at 23 March 2000,"394,753.73 km"
85.79% Visible,Moon phase details at 24 March 2000,"398,578.88 km"
78.27% Visible,Moon phase details at 25 March 2000,"401,671.17 km"
69.83% Visible,Moon phase details at 26 March 2000,"403,903.18 km"
60.79% Visible,Moon phase details at 27 March 2000,"405,189.42 km"
51.42% Visible,Moon phase details at 28 March 2000,"405,482.76 km"
42% Visible,Moon phase details at 29 March 2000,"404,771.51 km"
32.78% Visible,Moon phase details at 30 March 2000,"403,078.90 km"
24.05% Visible,Moon phase details at 31 March 2000,"400,465.25 km"
16.14% Visible,Moon phase details at 1 April 2000,"397,032.02 km"
9.39% Visible,Moon phase details at 2 April 2000,"392,925.28 km"
4.2% Visible,Moon phase details at 3 April 2000,"388,336.10 km"
0.96% Visible,Moon phase details at 4 April 2000,"383,495.56 km"
0.02% Visible,Moon phase details at 5 April 2000,"378,663.39 km"
1.59% Visible,Moon phase details at 6 April 2000,"374,111.21 km"
5.73% Visible,Moon phase details at 7 April 2000,"370,102.47 km"
12.29% Visible,Moon phase details at 8 April 2000,"366,872.32 km"
20.9% Visible,Moon phase details at 9 April 2000,"364,609.96 km"
31.05% Visible,Moon phase details at 10 April 2000,"363,445.49 km"
42.14% Visible,Moon phase details at 11 April 2000,"363,441.93 km"
53.55% Visible,Moon phase details at 12 April 2000,"364,592.40 km"
64.67% Visible,Moon phase details at 13 April 2000,"366,821.97 km"
74.95% Visible,Moon phase details at 14 April 2000,"369,993.86 km"
83.88% Visible,Moon phase details at 15 April 2000,"373,919.56 km"
91.07% Visible,Moon phase details at 16 April 2000,"378,372.28 km"
96.23% Visible,Moon phase details at 17 April 2000,"383,103.08 km"
99.21% Visible,Moon phase details at 18 April 2000,"387,857.97 km"
99.98% Visible,Moon phase details at 19 April 2000,"392,394.29 km"
98.64% Visible,Moon phase details at 20 April 2000,"396,494.15 km"
95.37% Visible,Moon phase details at 21 April 2000,"399,973.61 km"
90.41% Visible,Moon phase details at 22 April 2000,"402,686.91 km"
84.01% Visible,Moon phase details at 23 April 2000,"404,526.59 km"
76.45% Visible,Moon phase details at 24 April 2000,"405,421.08 km"
67.99% Visible,Moon phase details at 25 April 2000,"405,332.03 km"
58.88% Visible,Moon phase details at 26 April 2000,"404,253.25 km"
49.38% Visible,Moon phase details at 27 April 2000,"402,212.63 km"
39.77% Visible,Moon phase details at 28 April 2000,"399,276.66 km"
30.33% Visible,Moon phase details at 29 April 2000,"395,556.25 km"
21.42% Visible,Moon phase details at 30 April 2000,"391,211.13 km"
13.46% Visible,Moon phase details at 1 May 2000,"386,449.77 km"
6.92% Visible,Moon phase details at 2 May 2000,"381,522.64 km"
2.33% Visible,Moon phase details at 3 May 2000,"376,707.90 km"
0.13% Visible,Moon phase details at 4 May 2000,"372,291.02 km"
0.68% Visible,Moon phase details at 5 May 2000,"368,541.31 km"
4.06% Visible,Moon phase details at 6 May 2000,"365,689.13 km"
10.11% Visible,Moon phase details at 7 May 2000,"363,907.12 km"
18.4% Visible,Moon phase details at 8 May 2000,"363,297.42 km"
28.35% Visible,Moon phase details at 9 May 2000,"363,885.75 km"
39.27% Visible,Moon phase details at 10 May 2000,"365,622.02 km"
50.53% Visible,Moon phase details at 11 May 2000,"368,386.63 km"
61.54% Visible,Moon phase details at 12 May 2000,"372,001.73 km"
71.77% Visible,Moon phase details at 13 May 2000,"376,246.14 km"
80.82% Visible,Moon phase details at 14 May 2000,"380,872.74 km"
88.34% Visible,Moon phase details at 15 May 2000,"385,626.63 km"
94.1% Visible,Moon phase details at 16 May 2000,"390,261.98 km"
97.94% Visible,Moon phase details at 17 May 2000,"394,555.92 km"
99.81% Visible,Moon phase details at 18 May 2000,"398,317.84 km"
99.71% Visible,Moon phase details at 19 May 2000,"401,393.89 km"
97.73% Visible,Moon phase details at 20 May 2000,"403,667.06 km"
94% Visible,Moon phase details at 21 May 2000,"405,054.54 km"
88.71% Visible,Moon phase details at 22 May 2000,"405,504.16 km"
82.05% Visible,Moon phase details at 23 May 2000,"404,992.06 km"
74.22% Visible,Moon phase details at 24 May 2000,"403,522.96 km"
65.47% Visible,Moon phase details at 25 May 2000,"401,133.70 km"
56.03% Visible,Moon phase details at 26 May 2000,"397,899.30 km"
46.16% Visible,Moon phase details at 27 May 2000,"393,939.77 km"
36.17% Visible,Moon phase details at 28 May 2000,"389,424.80 km"
26.45% Visible,Moon phase details at 29 May 2000,"384,573.34 km"
17.46% Visible,Moon phase details at 30 May 2000,"379,645.87 km"
9.76% Visible,Moon phase details at 31 May 2000,"374,928.60 km"
3.96% Visible,Moon phase details at 1 June 2000,"370,711.46 km"
0.63% Visible,Moon phase details at 2 June 2000,"367,262.85 km"
0.19% Visible,Moon phase details at 3 June 2000,"364,805.43 km"
2.78% Visible,Moon phase details at 4 June 2000,"363,496.28 km"
8.22% Visible,Moon phase details at 5 June 2000,"363,413.91 km"
16.04% Visible,Moon phase details at 6 June 2000,"364,553.11 km"
25.6% Visible,Moon phase details at 7 June 2000,"366,827.47 km"
36.18% Visible,Moon phase details at 8 June 2000,"370,078.91 km"
47.15% Visible,Moon phase details at 9 June 2000,"374,093.07 km"
57.94% Visible,Moon phase details at 10 June 2000,"378,618.70 km"
68.09% Visible,Moon phase details at 11 June 2000,"383,388.88 km"
77.23% Visible,Moon phase details at 12 June 2000,"388,141.50 km"
85.08% Visible,Moon phase details at 13 June 2000,"392,636.40 km"
91.42% Visible,Moon phase details at 14 June 2000,"396,667.31 km"
96.07% Visible,Moon phase details at 15 June 2000,"400,067.77 km"
98.95% Visible,Moon phase details at 16 June 2000,"402,711.66 km"
100% Visible,Moon phase details at 17 June 2000,"404,509.83 km"
99.21% Visible,Moon phase details at 18 June 2000,"405,405.11 km"
96.65% Visible,Moon phase details at 19 June 2000,"405,367.76 km"
92.41% Visible,Moon phase details at 20 June 2000,"404,393.33 km"
86.61% Visible,Moon phase details at 21 June 2000,"402,503.62 km"
79.43% Visible,Moon phase details at 22 June 2000,"399,750.99 km"
71.06% Visible,Moon phase details at 23 June 2000,"396,224.73 km"
61.73% Visible,Moon phase details at 24 June 2000,"392,057.49 km"
51.69% Visible,Moon phase details at 25 June 2000,"387,429.09 km"
41.29% Visible,Moon phase details at 26 June 2000,"382,565.01 km"
30.92% Visible,Moon phase details at 27 June 2000,"377,727.64 km"
21.1% Visible,Moon phase details at 28 June 2000,"373,200.32 km"
12.46% Visible,Moon phase details at 29 June 2000,"369,265.36 km"
5.67% Visible,Moon phase details at 30 June 2000,"366,179.44 km"
1.36% Visible,Moon phase details at 1 July 2000,"364,149.90 km"
0.01% Visible,Moon phase details at 2 July 2000,"363,315.12 km"
1.76% Visible,Moon phase details at 3 July 2000,"363,731.63 km"
6.44% Visible,Moon phase details at 4 July 2000,"365,368.96 km"
13.57% Visible,Moon phase details at 5 July 2000,"368,112.86 km"
22.5% Visible,Moon phase details at 6 July 2000,"371,776.33 km"
32.55% Visible,Moon phase details at 7 July 2000,"376,117.58 km"
43.08% Visible,Moon phase details at 8 July 2000,"380,862.44 km"
53.57% Visible,Moon phase details at 9 July 2000,"385,728.68 km"
63.61% Visible,Moon phase details at 10 July 2000,"390,448.39 km"
72.87% Visible,Moon phase details at 11 July 2000,"394,785.50 km"
81.08% Visible,Moon phase details at 12 July 2000,"398,546.49 km"
88.02% Visible,Moon phase details at 13 July 2000,"401,583.89 km"
93.51% Visible,Moon phase details at 14 July 2000,"403,793.97 km"
97.39% Visible,Moon phase details at 15 July 2000,"405,111.13 km"
99.55% Visible,Moon phase details at 16 July 2000,"405,501.39 km"
99.92% Visible,Moon phase details at 17 July 2000,"404,957.57 km"
98.48% Visible,Moon phase details at 18 July 2000,"403,497.28 km"
95.24% Visible,Moon phase details at 19 July 2000,"401,164.38 km"
90.27% Visible,Moon phase details at 20 July 2000,"398,033.25 km"
83.7% Visible,Moon phase details at 21 July 2000,"394,214.21 km"
75.69% Visible,Moon phase details at 22 July 2000,"389,858.27 km"
66.46% Visible,Moon phase details at 23 July 2000,"385,158.49 km"
56.3% Visible,Moon phase details at 24 July 2000,"380,346.24 km"
45.57% Visible,Moon phase details at 25 July 2000,"375,681.11 km"
34.72% Visible,Moon phase details at 26 July 2000,"371,434.87 km"
24.3% Visible,Moon phase details at 27 July 2000,"367,871.00 km"
14.96% Visible,Moon phase details at 28 July 2000,"365,222.53 km"
7.41% Visible,Moon phase details at 29 July 2000,"363,670.95 km"
2.29% Visible,Moon phase details at 30 July 2000,"363,328.85 km"
0.08% Visible,Moon phase details at 31 July 2000,"364,228.23 km"
0.92% Visible,Moon phase details at 1 August 2000,"366,315.93 km"
4.67% Visible,Moon phase details at 2 August 2000,"369,456.93 km"
10.87% Visible,Moon phase details at 3 August 2000,"373,445.68 km"
18.93% Visible,Moon phase details at 4 August 2000,"378,024.51 km"
28.22% Visible,Moon phase details at 5 August 2000,"382,907.34 km"
38.15% Visible,Moon phase details at 6 August 2000,"387,805.00 km"
48.27% Visible,Moon phase details at 7 August 2000,"392,448.49 km"
58.17% Visible,Moon phase details at 8 August 2000,"396,606.53 km"
67.55% Visible,Moon phase details at 9 August 2000,"400,095.37 km"
76.16% Visible,Moon phase details at 10 August 2000,"402,781.00 km"
83.74% Visible,Moon phase details at 11 August 2000,"404,575.46 km"
90.1% Visible,Moon phase details at 12 August 2000,"405,430.26 km"
95.02% Visible,Moon phase details at 13 August 2000,"405,329.78 km"
98.34% Visible,Moon phase details at 14 August 2000,"404,286.72 km"
99.89% Visible,Moon phase details at 15 August 2000,"402,340.86 km"
99.58% Visible,Moon phase details at 16 August 2000,"399,560.80 km"
97.34% Visible,Moon phase details at 17 August 2000,"396,047.59 km"
93.18% Visible,Moon phase details at 18 August 2000,"391,938.38 km"
87.18% Visible,Moon phase details at 19 August 2000,"387,408.14 km"
79.5% Visible,Moon phase details at 20 August 2000,"382,667.45 km"
70.36% Visible,Moon phase details at 21 August 2000,"377,955.33 km"
60.11% Visible,Moon phase details at 22 August 2000,"373,527.08 km"
49.13% Visible,Moon phase details at 23 August 2000,"369,638.05 km"
37.94% Visible,Moon phase details at 24 August 2000,"366,525.06 km"
27.12% Visible,Moon phase details at 25 August 2000,"364,387.74 km"
17.33% Visible,Moon phase details at 26 August 2000,"363,371.54 km"
9.24% Visible,Moon phase details at 27 August 2000,"363,554.33 km"
3.47% Visible,Moon phase details at 28 August 2000,"364,937.69 km"
0.43% Visible,Moon phase details at 29 August 2000,"367,444.21 km"
0.3% Visible,Moon phase details at 30 August 2000,"370,921.40 km"
2.94% Visible,Moon phase details at 31 August 2000,"375,152.93 km"
7.98% Visible,Moon phase details at 1 September 2000,"379,876.37 km"
14.94% Visible,Moon phase details at 2 September 2000,"384,805.88 km"
23.25% Visible,Moon phase details at 3 September 2000,"389,656.50 km"
32.43% Visible,Moon phase details at 4 September 2000,"394,166.24 km"
42.04% Visible,Moon phase details at 5 September 2000,"398,112.55 km"
51.74% Visible,Moon phase details at 6 September 2000,"401,321.21 km"
61.21% Visible,Moon phase details at 7 September 2000,"403,667.87 km"
70.2% Visible,Moon phase details at 8 September 2000,"405,074.34 km"
78.45% Visible,Moon phase details at 9 September 2000,"405,502.48 km"
85.71% Visible,Moon phase details at 10 September 2000,"404,948.67 km"
91.74% Visible,Moon phase details at 11 September 2000,"403,440.72 km"
96.28% Visible,Moon phase details at 12 September 2000,"401,037.83 km"
99.1% Visible,Moon phase details at 13 September 2000,"397,832.82 km"
100% Visible,Moon phase details at 14 September 2000,"393,954.97 km"
98.82% Visible,Moon phase details at 15 September 2000,"389,571.36 km"
95.5% Visible,Moon phase details at 16 September 2000,"384,884.76 km"
90.08% Visible,Moon phase details at 17 September 2000,"380,126.93 km"
82.72% Visible,Moon phase details at 18 September 2000,"375,547.26 km"
73.68% Visible,Moon phase details at 19 September 2000,"371,397.85 km"
63.36% Visible,Moon phase details at 20 September 2000,"367,916.59 km"
52.24% Visible,Moon phase details at 21 September 2000,"365,310.35 km"
40.86% Visible,Moon phase details at 22 September 2000,"363,739.86 km"
29.83% Visible,Moon phase details at 23 September 2000,"363,307.49 km"
19.78% Visible,Moon phase details at 24 September 2000,"364,048.73 km"
11.33% Visible,Moon phase details at 25 September 2000,"365,927.92 km"
5% Visible,Moon phase details at 26 September 2000,"368,838.81 km"
1.18% Visible,Moon phase details at 27 September 2000,"372,610.51 km"
0% Visible,Moon phase details at 28 September 2000,"377,019.23 km"
1.41% Visible,Moon phase details at 29 September 2000,"381,805.06 km"
5.12% Visible,Moon phase details at 30 September 2000,"386,692.49 km"
10.76% Visible,Moon phase details at 1 October 2000,"391,411.74 km"
17.91% Visible,Moon phase details at 2 October 2000,"395,717.67 km"
26.15% Visible,Moon phase details at 3 October 2000,"399,403.52 km"
35.12% Visible,Moon phase details at 4 October 2000,"402,308.07 km"
44.47% Visible,Moon phase details at 5 October 2000,"404,316.59 km"
53.93% Visible,Moon phase details at 6 October 2000,"405,357.67 km"
63.22% Visible,Moon phase details at 7 October 2000,"405,398.59 km"
72.09% Visible,Moon phase details at 8 October 2000,"404,441.95 km"
80.26% Visible,Moon phase details at 9 October 2000,"402,524.80 km"
87.43% Visible,Moon phase details at 10 October 2000,"399,720.53 km"
93.27% Visible,Moon phase details at 11 October 2000,"396,142.11 km"
97.47% Visible,Moon phase details at 12 October 2000,"391,944.42 km"
99.7% Visible,Moon phase details at 13 October 2000,"387,323.34 km"
99.71% Visible,Moon phase details at 14 October 2000,"382,509.78 km"
97.34% Visible,Moon phase details at 15 October 2000,"377,758.23 km"
92.58% Visible,Moon phase details at 16 October 2000,"373,330.80 km"
85.6% Visible,Moon phase details at 17 October 2000,"369,478.96 km"
76.74% Visible,Moon phase details at 18 October 2000,"366,425.36 km"
66.45% Visible,Moon phase details at 19 October 2000,"364,348.05 km"
55.29% Visible,Moon phase details at 20 October 2000,"363,368.39 km"
43.87% Visible,Moon phase details at 21 October 2000,"363,543.28 km"
32.78% Visible,Moon phase details at 22 October 2000,"364,861.74 km"
22.61% Visible,Moon phase details at 23 October 2000,"367,245.71 km"
13.9% Visible,Moon phase details at 24 October 2000,"370,555.11 km"
7.09% Visible,Moon phase details at 25 October 2000,"374,597.12 km"
2.49% Visible,Moon phase details at 26 October 2000,"379,139.47 km"
0.24% Visible,Moon phase details at 27 October 2000,"383,927.00 km"
0.33% Visible,Moon phase details at 28 October 2000,"388,699.83 km"
2.61% Visible,Moon phase details at 29 October 2000,"393,210.79 km"
6.81% Visible,Moon phase details at 30 October 2000,"397,239.95 km"
12.63% Visible,Moon phase details at 31 October 2000,"400,604.18 km"
19.76% Visible,Moon phase details at 1 November 2000,"403,161.45 km"
27.89% Visible,Moon phase details at 2 November 2000,"404,810.59 km"
36.73% Visible,Moon phase details at 3 November 2000,"405,488.45 km"
46.01% Visible,Moon phase details at 4 November 2000,"405,167.02 km"
55.46% Visible,Moon phase details at 5 November 2000,"403,852.37 km"
64.83% Visible,Moon phase details at 6 November 2000,"401,586.46 km"
73.82% Visible,Moon phase details at 7 November 2000,"398,451.24 km"
82.1% Visible,Moon phase details at 8 November 2000,"394,573.36 km"
89.28% Visible,Moon phase details at 9 November 2000,"390,126.65 km"
94.94% Visible,Moon phase details at 10 November 2000,"385,329.73 km"
98.64% Visible,Moon phase details at 11 November 2000,"380,437.06 km"
100% Visible,Moon phase details at 12 November 2000,"375,723.38 km"
98.75% Visible,Moon phase details at 13 November 2000,"371,463.56 km"
94.82% Visible,Moon phase details at 14 November 2000,"367,910.82 km"
88.39% Visible,Moon phase details at 15 November 2000,"365,276.66 km"
79.86% Visible,Moon phase details at 16 November 2000,"363,715.06 km"
69.76% Visible,Moon phase details at 17 November 2000,"363,312.26 km"
58.73% Visible,Moon phase details at 18 November 2000,"364,082.43 km"
47.4% Visible,Moon phase details at 19 November 2000,"365,968.75 km"
36.36% Visible,Moon phase details at 20 November 2000,"368,849.31 km"
26.15% Visible,Moon phase details at 21 November 2000,"372,547.18 km"
17.22% Visible,Moon phase details at 22 November 2000,"376,843.90 km"
9.94% Visible,Moon phase details at 23 November 2000,"381,495.52 km"
4.56% Visible,Moon phase details at 24 November 2000,"386,249.74 km"
1.24% Visible,Moon phase details at 25 November 2000,"390,862.24 km"
